Token,BIO1
жылдамдығын,O
тұрақтандыру,O
үшін,O
күрделілік,O
параметрін,O
енгізу,O
арқылы,O
маңызды,O
түрде,O
жақсартты,O
.,O
[,O
4,O
],O
Дизайнды,O
келесі,O
жылы,O
Накамото,B
Bitcoin,O
криптовалютасының,B
негізгі,O
құрамдас,O
бөлігі,O
ретінде,O
жүзеге,O
асырды,O
",",O
онда,O
ол,O
желідегі,B
барлық,O
транзакциялардың,B
жария,B
тізілімі,I
ретінде,O
қызмет,O
етеді,O
.,O
[,O
3,O
],O
"

",O
2014,O
жылдың,O
тамызында,O
желіде,B
болған,O
барлық,O
транзакциялардың,B
жазбалары,B
бар,O
Bitcoin,O
блокчейн,B
файлының,O
өлшемі,O
20,O
ГБ,O
(,O
гигабайт,O
),O
жетті,O
.,O
[,O
14,O
],O
2015,O
жылдың,O
қаңтарында,O
өлшем,O
шамамен,O
30,O
ГБ-қа,O
дейін,O
өсті,O
",",O
ал,B
2016,O
жылдың,O
қаңтарынан,O
2017,O
жылдың,O
қаңтарына,O
дейін,O
биткоин,B
блокчейні,I
50,O
ГБ,O
-,O
тан,O
100,O
ГБ-қа,O
дейін,O
өсті,O
.,O
2020,O
жылдың,O
басында,O
тізілім,O
200,O
ГБ,O
-,O
тан,O
асты,O
.,O
[,O
15,O
],O
"

",O
"""",O
Блок,B
"""",O
және,O
"""",O
тізбек,B
"""",O
сөздері,O
Сатоши,B
Накамотоның,I
түпнұсқа,B
мақаласында,O
бөлек,O
қолданылған,O
",",O
бірақ,O
2016,O
жылға,O
қарай,O
бір,O
сөз,O
—,O
блокчейн,B
ретінде,O
танымал,O
болды,O
.,O
[,O
16,O
],O
"

",O
Accenture,B
мәліметтері,O
бойынша,O
",",O
инновацияларды,O
тарату,O
теориясын,O
қолдану,O
2016,O
жылы,O
блокчейн,B
қаржылық,O
қызметтерде,O
"13,5",O
%,O
енгізу,O
деңгейіне,B
жетті,O
",",O
осылайша,O
ерте,O
ізбасарлар,O
кезеңіне,O
жетті,O
.,O
[,O
17,O
],O
Салалық,O
сауда,O
топтары,O
бірігіп,O
",",O
2016,O
жылы,O
цифрлық,B
сауда,I
палатасының,I
бастамасы,O
-жаһандық,O
блокчейн,B
форумын,O
құрды,O
.,O
"

",O
2018,O
жылдың,O
мамырында,O
Gartner,B
IT,B
-,O
директорлардың,O
тек,O
1%-ы,O
өз,O
ұйымдарында,O
блокчейннің,B
қандай,O
да,O
бір,O
енгізілуін,O
көрсеткенін,O
және,O
IT,B
-,O
директорлардың,O
тек,O
8%-ы,O
қысқа,O
мерзімде,O
"""",O
белсенді,O
блокчейн,B
эксперименттерін,O
жоспарлағанын,O
немесе,O
 ,O
[,O
қарастырғанын,O
],O
"""",O
анықтады,O
.,O
[,O
18,O
],O
2019,O
жылы,O
Gartner,B
IT,B
-,O
директорларының,O
5%-ы,O
блокчейн,B
технологиясын,I
өз,O
бизнесі,O
үшін,O
"""",O
бетбұрыс,O
"""",O
деп,O
санайтынын,O
хабарлады,O
.,O
[,O
19,O
],O
"


",O
Құрылымы,O
және,O
дизайны,O
"

",O
Блокчейннің,B
қалыптасуы,O
.,O
Негізгі,B
тізбек,I
(,O
қара,O
),O
генезис,O
блогынан,O
(,O
жасыл,O
),O
ағымдағы,O
блокқа,B
дейінгі,O
блоктардың,B
ең,O
ұзын,O
сериясынан,O
тұрады,O
.,O
Жетім,B
блоктар,I
(,O
күлгін,O
),O
негізгі,B
тізбектен,I
тыс,O
бар,O
.,O
"

",O
Блокчейн,B
-,O
бұл,O
орталықтандырылмаған,O
",",O
үлестірілген,B
және,O
көбінесе,O
жалпыға,O
ортақ,O
цифрлық,O
тізілім,O
",",O
ол,O
блоктар,B
деп,O
аталатын,O
жазбалардан,B
тұрады,O
",",O
олар,O
көптеген,O
компьютерлердегі,O
транзакцияларды,B
барлық,O
келесі,O
блоктарды,B
өзгертпестен,O
кез,O
-,O
келген,O
блокты,B
ретроактивті,O
түрде,O
өзгерту,O
мүмкін,O
болмайтындай,O
етіп,O
жазу,O
үшін,O
қолданылады,O
.,O
[,O
3,O
],O
 ,O
[,O
20,O
],O
Бұл,O
қатысушыларға,O
транзакцияларды,B
тәуелсіз,O
және,O
салыстырмалы,O
түрде,O
арзан,O
тексеруге,O
және,O
тексеруге,O
мүмкіндік,O
береді,O
.,O
[,O
21,O
],O
Блокчейн,B
деректер,O
қоры,O
тең,O
-,O
теңімен,O
желі,B
және,O
таратылған,O
уақыт,B
белгісі,I
сервері,O
арқылы,O
дербес,O
басқарылады,O
.,O
Олар,O
ұжымдық,O
мүдделерге,O
негізделген,O
жаппай,O
ынтымақтастықпен,O
расталады,O
.,O
[,O
22,O
],O
Мұндай,O
дизайн,O
қатысушылардың,O
деректер,O
қауіпсіздігіне,O
қатысты,O
белгісіздігі,O
минималды,O
болатын,O
сенімді,O
жұмыс,O
процесін,O
жеңілдетеді,O
.,O
Блокчейнді,B
пайдалану,B
сандық,B
активтің,I
шексіз,O
қайталану,O
сипаттамасын,O
жояды,O
.,O
Ол,O
құнның,O
әрбір,O
бірлігі,O
тек,O
бір,O
рет,O
берілгенін,O
растайды,O
",",O
бұл,O
ұзақ,O
уақыт,O
бойы,O
екі,O
есе,B
жұмсау,O
мәселесін,O
шешеді,O
.,O
Блокчейн,B
құндылықтармен,O
алмасу,O
протоколы,B
ретінде,O
сипатталады,O
.,O
[,O
23,O
],O
Блокчейн,B
меншік,B
құқығын,I
сақтай,O
алады,O
",",O
өйткені,O
ол,O
айырбастау,O
келісімін,O
егжей,O
-,O
тегжейлі,O
көрсету,O
үшін,O
дұрыс,O
конфигурацияланған,O
кезде,O
",",O
ол,O
ұсынуға,O
және,O
қабылдауға,O
міндеттейтін,O
жазбаны,B
ұсынады,O
.,O
[,O
дәйексөз,O
қажет,O
],O
"

",O
Логикалық,O
тұрғыдан,O
блокчейнді,B
бірнеше,O
деңгейден,B
тұрады,O
деп,O
санауға,O
болады,O
:,O
[,O
24,O
],O
"

",O
Инфрақұрылым,O
(,O
аппараттық,O
қамтамасыз,O
ету,O
),O
"

",O
желі,B
(,O
түйіндерді,B
анықтау,O
",",O
ақпаратты,O
тарату,O
[,O
25,O
],O
және,O
тексеру,O
),O
"

",O
консенсус,B
(,O
proof,O
of,O
work,O
",",O
proof,O
of,O
stake,O
),O
"

",O
деректер,O
(,O
блоктар,B
",",O
транзакциялар,B
),O
"

",O
қолданбалар,B
(,O
егер,O
қажет,O
болса,O
",",O
ақылды,B
келісімшарттар,I
/,O
орталықтандырылмаған,O
қосымшалар,O
),O
"

",O
Блоктар,B
"

",O
Блоктарда,B
Меркл,O
ағашына,O
кэштелген,O
және,O
кодталған,B
жарамды,B
транзакциялар,I
пакеттері,O
бар,O
.,O
[,O
3,O
],O
Әрбір,O
блок,B
блокчейндегі,B
алдыңғы,B
блоктың,I
криптографиялық,B
хэшін,I
қамтиды,O
",",O
оларды,O
бір,O
-,O
бірімен,O
байланыстырады,O
.,O
Байланыстырылған,O
блоктар,B
тізбекті,B
құрайды,O
.,O
[,O
3,O
],O
Бұл,O
итеративті,O
процесс,O
генезис,B
-,I
блок,I
(,O
0,O
-,O
Блок,B
),O
деп,O
аталатын,O
бастапқы,B
блокқа,I
дейінгі,O
алдыңғы,B
блоктың,I
тұтастығын,O
растайды,O
.,O
[,O
26,O
],O
 ,O
[,O
27,O
],O
Блоктың,B
тұтастығын,O
және,O
ондағы,O
деректерді,O
қамтамасыз,O
ету,O
үшін,O
блок,B
әдетте,O
цифрлық,O
қолтаңбамен,B
қол,B
қойылады,O
.,O
[,O
28,O
],O
"

",O
Кейде,O
жеке,B
блоктар,I
бір,O
уақытта,O
шығарылуы,O
мүмкін,O
",",O
бұл,O
уақытша,O
форк,B
жасайды,O
.,O
Хэшке,B
негізделген,O
қауіпсіз,B
тарихтан,O
басқа,O
",",O
кез,O
-,O
келген,O
блокчейнде,B
тарихтың,O
әртүрлі,O
нұсқаларын,O
бағалауға,O
арналған,O
алгоритм,B
бар,O
",",O
осылайша,O
басқалармен,O
салыстырғанда,O
жоғары,O
балл,O
жинай,O
алуға,O
болады,O
.,O
Тізбекке,B
қосу,O
үшін,O
таңдалмаған,O
блоктар,B
жетім,B
блоктар,I
деп,O
аталады,O
.,O
[,O
27,O
],O
Дерекқорды,O
қолдайтын,O
түйіндерде,B
кейде,O
оқиғаның,O
әртүрлі,O
нұсқалары,O
болады,O
.,O
Олар,O
тек,O
өздеріне,O
белгілі,O
ең,O
жоғары,O
баллдық,O
дерекқордың,O
нұсқасын,O
сақтайды,O
.,O
Түйін,B
жоғары,O
баллдық,O
нұсқаны,O
алған,O
сайын,O
(,O
әдетте,O
жаңа,O
блок,B
қосылған,O
ескі,O
нұсқа,B
),O
",",O
ол,O
өзінің,O
дерекқорын,O
кеңейтеді,O
немесе,O
қайта,O
жазады,O
және,O
жақсартуды,O
түйіндеріне,B
қайта,O
жібереді,O
.,O
Кез,O
келген,O
нақты,O
жазба,B
тарихтың,O
ең,O
жақсы,O
нұсқасында,O
мәңгі,O
қалатынына,O
ешқашан,O
абсолютті,O
кепілдік,O
болмайды,O
.,O
Блокчейндер,B
әдетте,O
ескі,O
блоктарға,B
жаңа,O
блок,B
ұпайларын,O
қосу,O
үшін,O
салынған,O
және,O
ескі,O
блоктарды,B
қайта,O
жазудың,O
орнына,O
жаңа,O
блоктармен,B
кеңейтуге,O
ынталандырады,O
.,O
Сондықтан,O
жазбаны,B
ауыстыру,O
ықтималдығы,O
жаңа,O
блоктар,B
қосылған,O
сайын,O
экспоненциалды,O
түрде,O
азаяды,O
[,O
29,O
],O
",",O
ақыр,O
соңында,O
өте,O
төмен,O
болады,O
.,O
[,O
3,O
],O
[,O
30]:т.08,O
 ,O
[,O
31,O
],O
Мысалы,O
",",O
Bitcoin,O
proof,B
-,I
of,I
-,I
work,I
жүйесін,O
пайдаланады,B
",",O
мұнда,O
ең,O
көп,O
жиынтық,O
жұмыс,B
дәлелі,I
бар,O
тізбек,B
жарамды,O
желі,B
болып,O
саналады,O
.,O
Есептеудің,B
жеткілікті,O
деңгейін,B
көрсету,O
үшін,O
қолдануға,O
болатын,O
бірқатар,O
әдістер,O
бар,O
.,O
Блокчейннің,B
ішінде,O
есептеулер,B
дәстүрлі,O
бөлек,O
және,O
параллель,O
әдіспен,O
емес,O
",",O
артық,O
орындалады,O
.,O
[,O
32,O
],O
"

",O
Блок,B
уақыты,O
"

",O
Блок,B
уақыты,O
-бұл,O
желінің,B
блокчейнде,B
бір,O
қосымша,O
блок,B
құру,O
үшін,O
қажет,O
орташа,O
уақыты,O
.,O
Блок,B
аяқталған,O
кезде,O
қосылған,O
деректер,O
тексеріледі,O
.,O
Криптовалютада,B
бұл,O
іс,O
жүзінде,O
транзакция,B
сәті,O
",",O
сондықтан,O
блоктың,B
қысқа,O
уақыты,O
жылдамырақ,O
транзакцияларды,B
білдіреді,O
.,O
Ethereum,B
үшін,O
блоктың,B
уақыты,O
14,O
-,O
тен,O
15,O
секундқа,O
дейін,O
",",O
ал,B
Bitcoin,O
үшін,O
ол,O
орташа,O
есеппен,B
10,O
минутты,O
құрайды,O
.,O
[,O
33,O
],O
"

",O
Қатты,B
форктер,I
"

",O
Бұл,O
бөлім,O
келесі,O
мақаладан,O
үзінді,O
болып,O
табылады,O
Форк,B
(,O
блокчейн,B
),O
§,O
қатты,B
форк,I
.,O
 ,O
[,O
өңдеу,O
],O
"

",O
Қатты,B
форк,I
-бұл,O
алдыңғы,O
нұсқаларға,O
сәйкес,O
келмейтін,O
және,O
барлық,O
пайдаланушылардан,B
желіге,B
қосылуды,O
жалғастыру,O
үшін,O
бағдарламалық,B
жасақтаманы,I
жаңартуды,O
талап,O
ететін,O
блокчейн,B
протоколының,I
өзгеруі,O
.,O
Қатты,B
форкпен,I
желі,B
екі,O
бөлек,O
нұсқаға,O
бөлінеді,O
:,O
біреуі,O
жаңа,O
ережелерге,O
",",O
екіншісі,O
ескіге,O
сәйкес,O
келеді,O
.,O
"

",O
Мысалы,O
",",O
Ethereum,B
2016,O
жылы,O
The,O
DAO,O
-,O
да,O
инвесторларды,O
"""",O
қалпына,O
келтіру,O
"""",O
үшін,O
қатты,B
форкке,I
ұшырады,O
",",O
ол,O
оның,O
кодындағы,B
осалдықты,O
пайдалану,B
арқылы,O
бұзылды,O
.,O
Бұл,O
жағдайда,O
форк,B
Ethereum,B
және,O
Ethereum,B
Classic,I
тізбектерін,B
құру,O
арқылы,O
бөлінуге,O
әкелді,O
.,O
2014,O
жылы,O
Nxt,B
қауымдастығы,I
ірі,O
криптовалюта,B
биржасынан,I
50,O
миллион,O
NXT,B
ұрлауының,O
салдарын,O
азайту,O
үшін,O
блокчейн,B
жазбаларын,I
кері,O
қайтаруға,O
әкелетін,O
қатты,B
форк,I
қарастыруға,O
шақырылды,O
.,O
Қатты,B
форк,I
туралы,O
ұсыныс,O
қабылданбады,O
және,O
қаражаттың,O
бір,O
бөлігі,O
келіссөздер,O
мен,O
төлемдерді,B
төлегеннен,O
кейін,O
қайтарылды,O
.,O
Сонымен,O
қатар,O
",",O
үнемі,O
бөлінудің,O
алдын,O
алу,O
үшін,O
жаңа,O
бағдарламалық,B
жасақтаманы,I
қолданатын,O
түйіндердің,B
көпшілігі,O
2013,O
жылдың,O
12,O
наурызындағы,O
Bitcoin,O
сияқты,O
ескі,O
ережелерге,O
оралуы,O
мүмкін,O
.,O
[,O
34,O
],O
"

",O
Қатты,B
форк,I
соңғы,O
мысалы,O
-2017,O
жылы,O
Bitcoin,O
-,O
де,B
болған,O
",",O
ол,O
"
",O
бөлінуіне,O
және,O
Bitcoin,O
Cash,O
-,O
тің,O
құрылуына,O
әкелді,O
.,O
[,O
35,O
],O
Желінің,B
бөлінуі,O
негізінен,O
сұранысты,O
қанағаттандыру,O
үшін,O
секундына,O
транзакциялар,B
санын,O
қалай,O
көбейту,O
керектігі,O
туралы,O
келіспеушіліктерге,O
байланысты,O
болды,O
.,O
[,O
36,O
],O
"

",O
Орталықсыздандыру,B
"

",O
Деректерді,O
тең,O
-,O
теңімен,O
блокчейн,B
желісінде,I
сақтау,O
деректерді,O
орталықтандырылған,O
сақтаумен,O
байланысты,O
кейбір,O
тәуекелдерді,O
жояды,O
.,O
[,O
3,O
],O
Орталықтандырылмаған,B
блокчейн,I
динамикалық,O
хабарламалар,O
мен,O
таратылған,B
желілерді,I
қолдана,O
алады,O
.,O
[,O
37,O
],O
"

",O
"""",O
51,O
%,O
шабуыл,O
"""",O
деп,O
аталатын,O
жағдайда,O
",",O
орталық,B
субъект,O
желінің,B
жартысынан,O
көбін,O
басқарады,O
",",O
содан,O
кейін,O
блокчейндегі,B
нақты,O
жазбаны,B
өз,O
қалауы,O
бойынша,O
басқара,O
алады,O
",",O
бұл,O
екі,O
есе,B
жұмсауға,O
мүмкіндік,O
береді,O
.,O
[,O
38,O
],O
"

",O
Блокчейн,B
қауіпсіздігінің,I
әдістері,O
ашық,B
кілтті,I
криптографияны,I
қолдануды,O
қамтиды,O
.,O
[,O
39]:5,O
Ашық,B
кілт,I
(,O
кездейсоқ,O
сандардың,O
ұзын,O
жолы,O
),O
-блокчейндегі,O
мекен,B
-,O
жай,O
.,O
Желі,B
арқылы,O
жіберілген,O
құнды,O
таңбалауыштар,O
осы,O
мекен,B
-,O
жайға,O
тиесілі,O
ретінде,O
тіркеледі,O
.,O
Жеке,B
кілт,I
-,O
бұл,O
иесіне,O
оның,O
сандық,B
активтеріне,I
қол,B
жеткізуге,O
немесе,O
қазір,O
блокчейндерді,B
қолдайтын,O
әртүрлі,O
мүмкіндіктермен,O
өзара,O
әрекеттесуге,O
мүмкіндік,O
беретін,O
құпия,B
сөз,O
сияқты,O
.,O
Блокчейнде,B
сақталған,O
деректер,O
әдетте,O
бүлінуге,O
бейім,O
емес,O
болып,O
саналады,O
.,O
[,O
3,O
],O
"

",O
Орталықтандырылмаған,B
жүйедегі,I
әрбір,O
түйінде,B
блокчейннің,B
көшірмесі,O
болады,O
.,O
Деректер,O
сапасы,O
дерекқорды,O
жаппай,O
көшіру,O
және,O
есептеу,B
сенімі,I
арқылы,O
сақталады,O
.,O
Орталықтандырылған,O
"""",O
ресми,O
"""",O
көшірме,O
жоқ,O
және,O
ешбір,O
пайдаланушы,B
басқаларға,O
қарағанда,O
сенімдірек,O
саналмайды,O
.,O
[,O
39,O
],O
Транзакциялар,B
бағдарламалық,B
жасақтаманы,I
қолдана,O
отырып,O
желіге,B
жіберіледі,O
.,O
Хабарламалар,O
ең,O
қатты,O
тырысу,O
принципі,O
бойынша,O
жеткізіледі,O
.,O
Ерте,O
блокчейндер,B
транзакцияларды,B
тексеру,O
үшін,O
энергияны,O
қажет,O
ететін,O
майнинг,B
түйіндеріне,B
сүйенеді,O
",",O
[,O
27,O
],O
оларды,O
құрылған,O
блокқа,B
қосып,O
",",O
содан,O
кейін,O
аяқталған,O
блокты,B
басқа,O
түйіндерге,B
жібереді,O
.,O
[,O
30,O
],O
:,O
 ,O
т.08,O
Блокчейн,B
өзгерістерді,O
сериялау,O
үшін,O
proof,O
of,O
work,O
сияқты,O
әртүрлі,O
уақыт,B
белгілеу,I
схемаларын,O
пайдаланады,B
.,O
[,O
41,O
],O
Кейінірек,O
консенсус,B
әдістеріне,O
proof,O
of,O
stake,O
кіреді,O
.,O
[,O
27,O
],O
Орталықтандырылмаған,B
блокчейннің,I
өсуі,O
орталықтандыру,O
қаупімен,O
бірге,O
жүреді,O
",",O
өйткені,O
үлкен,O
көлемдегі,O
деректерді,O
өңдеуге,O
қажетті,O
есептеу,B
ресурстары,O
қымбаттайды,O
.,O
[,O
42,O
],O
"

",O
Тұжырымдылық,O
"

",O
Тұжырымдылық,O
-бұл,O
блокчейнге,B
қысқа,O
уақытқа,O
қосылған,O
дұрыс,O
қалыптасқан,O
блок,B
болашақта,O
кері,O
қайтарылмайтынына,O
(,O
яғни,O
",",O
"""",O
тұжырымдылық,O
"""",O
),O
және,O
",",O
демек,O
",",O
расталуы,O
мүмкін,O
екендігінің,O
көрсеткіші,O
.,O
Таратылған,O
блокчейн,B
протоколдарының,I
көпшілігі,O
",",O
мейлі,O
ол,O
proof,O
of,O
work,O
немесе,O
proof,O
of,O
stake,O
болсын,O
",",O
тек,O
бекітілген,O
блоктың,B
тұжырымдылығына,O
кепілдік,O
бере,B
алмайды,O
және,O
онымен,O
бірге,O
"""",O
ықтималдық,O
тұжырымдылық,O
"""",O
бойынша,O
орындалады,O
:,O
блок,B
блокчейнде,B
неғұрлым,O
терең,O
болса,O
",",O
соғұрлым,O
ол,O
жаңадан,O
табылған,O
консенсуспен,B
өзгертілуі,O
немесе,O
жойылуы,O
ықтимал,O
.,O
[,O
43,O
],O
"

",O
Византия,O
ақауларына,O
төзімділігіне,O
негізделген,O
proof,O
of,O
stake,O
протоколдары,B
"""",O
абсолютті,O
тұжырымдылық,O
"""",O
деп,O
аталатындығына,O
кепілдік,O
береді,O
:,O
кездейсоқ,O
таңдалған,O
валидатор,B
блокты,B
білдіреді,O
",",O
қалған,O
валидаторлар,B
оның,O
жоқтығына,O
дауыс,O
береді,O
",",O
ал,B
егер,O
суперкөпшілігі,O
оны,O
қолданса,O
",",O
блок,B
блокчейнге,B
қайтымсыз,O
қосылады,O
.,O
[,O
43,O
],O
Бұл,O
әдістің,O
модификациясы,O
",",O
"""",O
экономикалық,B
тұжырымдылық,O
"""",O
",",O
Ethereum,B
-,O
да,O
қолданылатын,O
Casper,B
протоколы,B
сияқты,O
практикалық,O
протоколдарында,B
қолданылады,O
:,O
блокчейнде,B
бір,O
позицияға,O
екі,O
түрлі,O
блокқа,B
қол,B
қоятын,O
валидаторлар,B
"""",O
жасыруға,O
"""",O
бағынады,O
",",O
бұл,O
ретте,O
олардың,O
кепіл,O
үлесі,B
тәркіленеді,O
.,O
[,O
43,O
],O
"

",O
Ашықтық,B
"

",O
Ашық,B
блокчейндер,I
кейбір,O
дәстүрлі,O
меншік,O
жазбаларына,B
қарағанда,O
пайдаланушыларға,B
ыңғайлы,O
",",O
олар,O
көпшілікке,O
қол,B
жетімді,O
болғанымен,O
",",O
көру,O
үшін,O
физикалық,O
қол,B
жетімділікті,O
қажет,O
етеді,O
.,O
Барлық,O
ерте,O
блокчейндер,B
пермиссиясыз,O
болғандықтан,O
",",O
блокчейнді,B
анықтауға,O
қатысты,O
даулар,O
туындады,O
.,O
Осы,O
жалғасып,O
жатқан,O
пікірталастағы,O
сұрақтардың,O
бірі,O
-орталық,O
орган,O
(,O
пермиссия,O
),O
тағайындаған,O
және,O
уәкілеттік,O
берген,O
жеке,O
жүйені,O
блокчейн,B
деп,O
санау,O
керек,O
пе,B
.,O
[,O
44,O
],O
[,O
45,O
],O
[,O
46,O
],O
[,O
47,O
],O
[,O
48,O
],O
Пермиссиялық,O
немесе,O
жеке,O
тізбекті,B
жақтаушылар,O
"""",O
блокчейн,B
"""",O
термині,O
деректерді,O
уақыт,B
белгілері,I
бар,O
блоктарға,B
топтастыратын,O
кез,O
келген,O
деректер,O
құрылымына,O
қолданылуы,O
мүмкін,O
деп,O
мәлімдейді,O
.,O
Бұл,O
блокчейндер,B
мәліметтер,B
базасында,I
көп,O
нұсқалы,O
параллелизмді,O
