Token,BIO1
баяулау,O
белгілерін,O
көрсетті,O
:,O
айлық,O
есептеуде,B
(,O
ай,O
/,O
ай,O
),O
"0,3%-ға",O
және,O
жылдық,O
есептеуде,B
(,O
жыл,O
/,O
жыл,O
),O
"3,4%-ға",O
өсті,O
.,O
Алайда,O
",",O
сәуір,O
айындағы,O
өндіруші,O
бағаларының,O
индексі,O
қызметтердің,O
қымбаттауына,O
байланысты,O
"0,5%-ға",O
өсті,O
",",O
бұл,O
инфляцияның,B
сақталуын,O
көрсетеді,O
.,O
Тұрғын,O
үй,O
нарығы,O
мен,O
өндіріс,O
секторы,O
да,O
қиындықтарға,O
тап,O
болуда,O
:,O
ипотекалық,O
несиелердің,O
жоғары,O
мөлшерлемесі,O
мен,O
өнеркәсіп,O
өндірісінің,O
тоқырауына,O
байланысты,O
құрылыс,O
салушылардың,O
көңіл,O
-,O
күйі,O
төмендеп,O
жатыр,O
.,O
"


",O
Криптовалюталарды,B
Реттеу,I
және,O
Нарықты,O
Дамыту,O
"


",O
Реттеу,O
саласында,O
",",O
Түркия,O
криптоактивтермен,B
операцияларды,O
реттейтін,O
заң,O
жобасын,O
ұсынды,O
.,O
Капитал,B
Нарығы,I
Кеңесі,O
қадағалайтын,O
заң,O
криптографиялық,B
компанияларды,O
лицензиялау,O
жүйесін,O
және,O
күшейтілген,O
қадағалауды,O
қамтиды,O
.,O
Сонымен,O
қатар,O
",",O
Pump.fun,B
мемкоиндарды,B
іске,O
қосу,O
платформасы,O
$,O
"1,9",O
миллион,O
көлеміндегі,O
қанауға,O
",",O
болжам,O
бойынша,O
жедел,B
несиелерді,I
пайдаланған,B
бұрынғы,O
қызметкер,O
арқылы,O
тап,O
болды,O
.,O
 ,O
Бұзушылық,O
сауданың,O
уақытша,O
тоқтатылуына,O
әкелді,O
және,O
платформа,O
24,O
сағат,O
ішінде,O
зардап,O
шеккен,O
өтімділік,O
пулдарын,O
қалпына,O
келтірді,O
.,O
"


",O
Болашақ,O
Болжамдар,O
"


",O
АҚШ,B
-,I
тың,I
Бағалы,I
Қағаздар,I
және,I
Биржалар,I
жөніндегі,I
Комиссиясы,I
(,O
БҚжБжК,B
),O
жақын,O
арада,O
VanEck,B
және,O
ARC,O
компанияларының,O
БҚ,B
құруға,O
өтінімдерін,O
қарастырады,O
.,O
Ethereum,B
технологиясының,O
күрделілігі,O
және,O
жалғасып,O
жатқан,O
құқықтық,B
белгісіздіктің,I
сақталуына,O
байланысты,O
өтінімді,O
мақұлдау,O
ықтималдығы,O
аз,B
көрінеді,O
.,O
БҚжБжК,B
шешімдері,O
ашық,B
нарықтағы,O
басқа,O
цифрлық,B
активтер,I
үшін,O
маңызды,O
прецеденттер,O
қалыптастыруы,O
мүмкін,O
.,O
Осы,O
мәселелерге,O
қарамастан,O
",",O
криптовалюта,B
нарығы,O
дамуын,O
жалғастыруда,O
және,O
Биткоин,B
жаһандық,O
экономикалық,B
белгісіздік,O
жағдайында,O
әлеуетті,O
тұрақтылықты,O
көрсетіп,O
",",O
көш,O
бастап,O
тұр,O
.,O
"

",O
