Token,BIO1
important,O
way,O
using,O
a,O
Hashcash,B
-,O
like,O
method,O
to,O
timestamp,B
blocks,B
without,O
requiring,O
them,O
to,O
be,O
signed,O
by,O
a,O
trusted,B
party,O
and,O
introducing,O
a,O
difficulty,O
parameter,O
to,O
stabilize,O
the,O
rate,O
at,O
which,O
blocks,B
are,O
added,O
to,O
the,O
chain,B
.,O
[,O
4,O
],O
The,O
design,O
was,O
implemented,O
the,O
following,O
year,O
by,O
Nakamoto,B
as,O
a,O
core,O
component,O
of,O
the,O
cryptocurrency,B
bitcoin,B
",",O
where,O
it,O
serves,O
as,O
the,O
public,B
ledger,I
for,O
all,O
transactions,B
on,O
the,O
network,B
.,O
[,O
3,O
],O
"

",O
In,O
August,O
2014,O
",",O
the,O
bitcoin,B
blockchain,I
file,O
size,O
",",O
containing,O
records,O
of,O
all,O
transactions,B
that,O
have,O
occurred,O
on,O
the,O
network,B
",",O
reached,O
20,O
GB,O
(,O
gigabytes,O
),O
.,O
[,O
14,O
],O
In,O
January,O
2015,O
",",O
the,O
size,O
had,O
grown,O
to,O
almost,O
30,O
GB,O
",",O
and,O
from,O
January,O
2016,O
to,O
January,O
2017,O
",",O
the,O
bitcoin,B
blockchain,I
grew,O
from,O
50,O
GB,O
to,O
100,O
GB,O
in,O
size,O
.,O
The,O
ledger,B
size,I
had,O
exceeded,O
200,O
GB,O
by,O
early,O
2020,O
.,O
[,O
15,O
],O
"

 

",O
The,O
words,O
block,B
and,O
chain,B
were,O
used,O
separately,O
in,O
Satoshi,B
Nakamoto,I
's,O
original,O
paper,O
",",O
but,O
were,O
eventually,O
popularized,O
as,O
a,O
single,O
word,O
",",O
blockchain,B
",",O
by,O
2016,O
.,O
[,O
16,O
],O
"

",O
According,O
to,O
Accenture,B
",",O
an,O
application,O
of,O
the,O
diffusion,O
of,O
innovations,O
theory,O
suggests,O
that,O
blockchains,B
attained,O
a,O
13.5,O
%,O
adoption,O
rate,O
within,O
financial,O
services,O
in,O
2016,O
",",O
therefore,O
reaching,O
the,O
early,O
adopters,O
',O
phase,O
.,O
[,O
17,O
],O
Industry,O
trade,O
groups,O
joined,O
to,O
create,O
the,O
Global,B
Blockchain,I
Forum,I
in,O
2016,O
",",O
an,O
initiative,O
of,O
the,O
Chamber,B
of,I
Digital,I
Commerce,I
.,O
"

",O
In,O
May,O
2018,O
",",O
Gartner,B
found,O
that,O
only,O
1,O
%,O
of,O
CIOs,O
indicated,O
any,O
kind,O
of,O
blockchain,B
adoption,O
within,O
their,O
organisations,O
",",O
and,O
only,O
8,O
%,O
of,O
CIOs,O
were,O
in,O
the,O
short,O
-,O
term,O
"""",O
planning,O
or,O
 ,O
[,O
looking,O
at,O
],O
active,O
experimentation,O
with,O
blockchain,B
"""",O
.,O
[,O
18,O
],O
For,O
the,O
year,O
2019,O
Gartner,B
reported,O
5,O
%,O
of,O
CIOs,O
believed,O
blockchain,B
technology,I
was,O
a,O
',O
game,B
-,I
changer,I
',O
for,O
their,O
business,O
.,O
[,O
19,O
],O
"

",O
Structure,O
and,O
design,O
"

",O
Blockchain,B
formation,O
.,O
The,O
main,B
chain,I
(,O
black,O
),O
consists,O
of,O
the,O
longest,O
series,O
of,O
blocks,B
from,O
the,O
genesis,B
block,I
(,O
green,O
),O
to,O
the,O
current,O
block,B
.,O
Orphan,B
blocks,I
(,O
purple,O
),O
exist,O
outside,O
of,O
the,O
main,B
chain,I
.,O
"

",O
A,O
blockchain,B
is,O
a,O
decentralized,B
",",O
distributed,O
",",O
and,O
often,O
public,O
",",O
digital,O
ledger,B
consisting,O
of,O
records,O
called,O
blocks,B
that,O
are,O
used,O
to,O
record,B
transactions,B
across,O
many,O
computers,O
so,O
that,O
any,O
involved,O
block,B
can,O
not,O
be,O
altered,O
retroactively,O
",",O
without,O
the,O
alteration,O
of,O
all,O
subsequent,O
blocks,B
.,O
[,O
3,O
],O
[,O
20,O
],O
This,O
allows,O
the,O
participants,O
to,O
verify,O
and,O
audit,O
transactions,B
independently,O
and,O
relatively,O
inexpensively,O
.,O
[,O
21,O
],O
A,O
blockchain,B
database,I
is,O
managed,O
autonomously,O
using,O
a,O
peer,B
-,I
to,I
-,I
peer,I
network,I
and,O
a,O
distributed,B
timestamping,I
server,I
.,O
They,O
are,O
authenticated,O
by,O
mass,O
collaboration,O
powered,O
by,O
collective,O
self,O
-,O
interests,O
.,O
[,O
22,O
],O
Such,O
a,O
design,O
facilitates,O
robust,O
workflow,O
where,O
participants,O
',O
uncertainty,O
regarding,O
data,O
security,B
is,O
marginal,O
.,O
The,O
use,O
of,O
a,O
blockchain,B
removes,O
the,O
characteristic,O
of,O
infinite,B
reproducibility,I
from,O
a,O
digital,B
asset,I
.,O
It,O
confirms,O
that,O
each,O
unit,O
of,O
value,O
was,O
transferred,O
only,O
once,O
",",O
solving,O
the,O
long,O
-,O
standing,O
problem,O
of,O
double,O
-,O
spending,O
.,O
A,O
blockchain,B
has,O
been,O
described,O
as,O
a,O
value,B
-,I
exchange,I
protocol,I
.,O
[,O
23,O
],O
A,O
blockchain,B
can,O
maintain,O
title,B
rights,I
because,O
",",O
when,O
properly,O
set,O
up,O
to,O
detail,O
the,O
exchange,B
agreement,I
",",O
it,O
provides,O
a,O
record,B
that,O
compels,O
offer,O
and,O
acceptance,O
.,O
[,O
citation,O
needed,O
],O
"

",O
Logically,O
",",O
a,O
blockchain,B
can,O
be,O
seen,O
as,O
consisting,O
of,O
several,O
layers,O
:,O
[,O
24,O
],O
"

",O
infrastructure,O
(,O
hardware,O
),O
"

",O
networking,O
(,O
node,B
discovery,I
",",O
information,B
propagation,I
[,O
25,O
],O
and,O
verification,O
),O
"

",O
consensus,B
(,O
proof,B
of,I
work,I
",",O
proof,B
of,I
stake,I
),O
"

",O
data,O
(,O
blocks,B
",",O
transactions,B
),O
"

",O
application,O
(,O
smart,B
contracts,I
/,O
decentralized,B
applications,I
",",O
if,O
applicable,O
),O
"

",O
Blocks,B
"

",O
Blocks,B
hold,O
batches,O
of,O
valid,B
transactions,I
that,O
are,O
hashed,B
and,O
encoded,B
into,O
a,O
Merkle,B
tree,I
.,O
[,O
3,O
],O
Each,O
block,B
includes,O
the,O
cryptographic,B
hash,I
of,O
the,O
prior,O
block,B
in,O
the,O
blockchain,B
",",O
linking,O
the,O
two,O
.,O
The,O
linked,O
blocks,B
form,O
a,O
chain,B
.,O
[,O
3,O
],O
This,O
iterative,O
process,O
confirms,O
the,O
integrity,O
of,O
the,O
previous,O
block,B
",",O
all,O
the,O
way,O
back,O
to,O
the,O
initial,O
block,B
",",O
which,O
is,O
known,O
as,O
the,O
genesis,B
block,I
(,O
Block,B
0,I
),O
.,O
[,O
26,O
],O
[,O
27,O
],O
To,O
assure,O
the,O
integrity,O
of,O
a,O
block,B
and,O
the,O
data,O
contained,O
in,O
it,O
",",O
the,O
block,B
is,O
usually,O
digitally,O
signed,O
.,O
[,O
28,O
],O
"

",O
Sometimes,O
separate,O
blocks,B
can,O
be,O
produced,O
concurrently,O
",",O
creating,O
a,O
temporary,B
fork,I
.,O
In,O
addition,O
to,O
a,O
secure,B
hash,I
-,I
based,I
history,I
",",O
any,O
blockchain,B
has,O
a,O
specified,O
algorithm,B
for,O
scoring,O
different,O
versions,O
of,O
the,O
history,O
so,O
that,O
one,O
with,O
a,O
higher,O
score,O
can,O
be,O
selected,O
over,O
others,O
.,O
Blocks,B
not,O
selected,O
for,O
inclusion,O
in,O
the,O
chain,B
are,O
called,O
orphan,B
blocks,I
.,O
[,O
27,O
],O
Peers,O
supporting,O
the,O
database,B
have,O
different,O
versions,O
of,O
the,O
history,O
from,O
time,O
to,O
time,O
.,O
They,O
keep,O
only,O
the,O
highest,O
-,O
scoring,O
version,O
of,O
the,O
database,B
known,O
to,O
them,O
.,O
Whenever,O
a,O
peer,O
receives,O
a,O
higher,O
-,O
scoring,O
version,O
(,O
usually,O
the,O
old,O
version,O
with,O
a,O
single,O
new,O
block,B
added,O
),O
they,O
extend,O
or,O
overwrite,O
their,O
own,O
database,B
and,O
retransmit,O
the,O
improvement,O
to,O
their,O
peers,O
.,O
There,O
is,O
never,O
an,O
absolute,O
guarantee,O
that,O
any,O
particular,O
entry,B
will,O
remain,O
in,O
the,O
best,O
version,O
of,O
history,O
forever,O
.,O
Blockchains,B
are,O
typically,O
built,O
to,O
add,O
the,O
score,O
of,O
new,O
blocks,B
onto,O
old,O
blocks,B
and,O
are,O
given,O
incentives,O
to,O
extend,O
with,O
new,O
blocks,B
rather,O
than,O
overwrite,O
old,O
blocks,B
.,O
Therefore,O
",",O
the,O
probability,O
of,O
an,O
entry,B
becoming,O
superseded,O
decreases,O
exponentially,O
[,O
29,O
],O
as,O
more,O
blocks,B
are,O
built,O
on,O
top,O
of,O
it,O
",",O
eventually,O
becoming,O
very,O
low,O
.,O
[,O
3,O
],O
[,O
30,O
],O
:,O
 ,O
ch,O
.,O
08,O
  ,O
[,O
31,O
],O
For,O
example,O
",",O
bitcoin,B
uses,O
a,O
proof,B
-,I
of,I
-,I
work,I
system,I
",",O
where,O
the,O
chain,B
with,O
the,O
most,O
cumulative,O
proof,B
-,I
of,I
-,I
work,I
is,O
considered,O
the,O
valid,O
one,O
by,O
the,O
network,B
.,O
There,O
are,O
a,O
number,O
of,O
methods,O
that,O
can,O
be,O
used,O
to,O
demonstrate,O
a,O
sufficient,O
level,O
of,O
computation,O
.,O
Within,O
a,O
blockchain,B
the,O
computation,O
is,O
carried,O
out,O
redundantly,O
rather,O
than,O
in,O
the,O
traditional,O
segregated,O
and,O
parallel,O
manner,O
.,O
[,O
32,O
],O
"

",O
Block,B
time,I
"

",O
The,O
block,B
time,I
is,O
the,O
average,O
time,O
it,O
takes,O
for,O
the,O
network,B
to,O
generate,O
one,O
extra,O
block,B
in,O
the,O
blockchain,B
.,O
By,O
the,O
time,O
of,O
block,B
completion,I
",",O
the,O
included,O
data,O
becomes,O
verifiable,O
.,O
In,O
cryptocurrency,B
",",O
this,O
is,O
practically,O
when,O
the,O
transaction,B
takes,O
place,O
",",O
so,O
a,O
shorter,O
block,B
time,I
means,O
faster,O
transactions,B
.,O
The,O
block,B
time,I
for,O
Ethereum,B
is,O
set,O
to,O
between,O
14,O
and,O
15,O
seconds,O
",",O
while,O
for,O
bitcoin,B
it,O
is,O
on,O
average,O
10,O
minutes,O
.,O
[,O
33,O
],O
"

",O
Hard,B
forks,I
"

",O
This,O
section,O
is,O
an,O
excerpt,O
from,O
Fork,B
(,O
blockchain,B
),O
§,O
Hard,B
fork,I
.,O
[,O
edit,O
],O
"

",O
A,O
hard,B
fork,I
is,O
a,O
change,O
to,O
the,O
blockchain,B
protocol,I
that,O
is,O
not,O
backward,O
compatible,O
and,O
requires,O
all,O
users,O
to,O
upgrade,O
their,O
software,O
in,O
order,O
to,O
continue,O
participating,O
in,O
the,O
network,B
.,O
In,O
a,O
hard,B
fork,I
",",O
the,O
network,B
splits,O
into,O
two,O
separate,O
versions,O
:,O
one,O
that,O
follows,O
the,O
new,O
rules,O
and,O
one,O
that,O
follows,O
the,O
old,O
rules,O
.,O
"

",O
For,O
example,O
",",O
Ethereum,B
was,O
hard,O
forked,B
in,O
2016,O
to,O
"""",O
make,O
whole,O
"""",O
the,O
investors,O
in,O
The,O
DAO,B
",",O
which,O
had,O
been,O
hacked,O
by,O
exploiting,O
a,O
vulnerability,O
in,O
its,O
code,O
.,O
In,O
this,O
case,O
",",O
the,O
fork,B
resulted,O
in,O
a,O
split,O
creating,O
Ethereum,B
and,O
Ethereum,B
Classic,I
chains,I
.,O
In,O
2014,O
the,O
Nxt,B
community,I
was,O
asked,O
to,O
consider,O
a,O
hard,B
fork,I
that,O
would,O
have,O
led,O
to,O
a,O
rollback,B
of,O
the,O
blockchain,B
records,I
to,O
mitigate,O
the,O
effects,O
of,O
a,O
theft,O
of,O
50,O
million,O
NXT,B
from,O
a,O
major,O
cryptocurrency,B
exchange,O
.,O
The,O
hard,B
fork,I
proposal,O
was,O
rejected,O
",",O
and,O
some,O
of,O
the,O
funds,O
were,O
recovered,O
after,O
negotiations,O
and,O
ransom,B
payment,I
.,O
Alternatively,O
",",O
to,O
prevent,O
a,O
permanent,O
split,O
",",O
a,O
majority,O
of,O
nodes,B
using,O
the,O
new,O
software,O
may,O
return,O
to,O
the,O
old,O
rules,O
",",O
as,O
was,O
the,O
case,O
of,O
bitcoin,B
split,I
on,O
12,O
March,O
2013,O
.,O
[,O
34,O
],O
"

",O
A,O
more,O
recent,O
hard,O
-,O
fork,B
example,O
is,O
of,O
Bitcoin,B
in,O
2017,O
",",O
which,O
resulted,O
in,O
a,O
split,O
creating,O
Bitcoin,B
Cash,I
.,O
[,O
35,O
],O
The,O
network,B
split,O
was,O
mainly,O
due,O
to,O
a,O
disagreement,O
in,O
how,O
to,O
increase,O
the,O
transactions,B
per,I
second,I
to,O
accommodate,O
for,O
demand,O
.,O
[,O
36,O
],O
"

",O
Decentralization,B
"

",O
By,O
storing,O
data,O
across,O
its,O
peer,B
-,I
to,I
-,I
peer,I
network,I
",",O
the,O
blockchain,B
eliminates,O
some,O
risks,O
that,O
come,O
with,O
data,O
being,O
held,O
centrally,O
.,O
[,O
3,O
],O
The,O
decentralized,B
blockchain,I
may,O
use,O
ad,B
hoc,I
message,I
passing,O
and,O
distributed,B
networking,I
.,O
[,O
37,O
],O
"

",O
In,O
a,O
so,O
-,O
called,O
"""",O
51,B
%,I
attack,I
"""",O
a,O
central,O
entity,O
gains,O
control,O
of,O
more,O
than,O
half,O
of,O
a,O
network,B
and,O
can,O
then,O
manipulate,O
that,O
specific,O
blockchain,B
record,B
at,O
will,O
",",O
allowing,O
double,O
-,O
spending,O
.,O
[,O
38,O
],O
"

",O
Blockchain,B
security,I
methods,O
include,O
the,O
use,O
of,O
public,O
-,O
key,B
cryptography,B
.,O
[,O
39,O
],O
:,O
 ,O
5,O
  ,O
A,O
public,B
key,I
(,O
a,O
long,O
",",O
random,O
-,O
looking,O
string,O
of,O
numbers,O
),O
is,O
an,O
address,B
on,O
the,O
blockchain,B
.,O
Value,O
tokens,O
sent,O
across,O
the,O
network,B
are,O
recorded,O
as,O
belonging,O
to,O
that,O
address,B
.,O
A,O
private,B
key,I
is,O
like,O
a,O
password,O
that,O
gives,O
its,O
owner,O
access,O
to,O
their,O
digital,B
assets,I
or,O
the,O
means,O
to,O
otherwise,O
interact,O
with,O
the,O
various,O
capabilities,O
that,O
blockchains,B
now,O
support,O
.,O
Data,O
stored,O
on,O
the,O
blockchain,B
is,O
generally,O
considered,O
incorruptible,O
.,O
[,O
3,O
],O
"

",O
Every,O
node,B
in,O
a,O
decentralized,B
system,I
has,O
a,O
copy,O
of,O
the,O
blockchain,B
.,O
Data,O
quality,O
is,O
maintained,O
by,O
massive,O
database,B
replication,O
[,O
40,O
],O
and,O
computational,B
trust,I
.,O
No,O
centralized,B
"""",O
official,O
"""",O
copy,O
exists,O
and,O
no,O
user,O
is,O
"""",O
trusted,B
"""",O
more,O
than,O
any,O
other,O
.,O
[,O
39,O
],O
Transactions,B
are,O
broadcast,O
to,O
the,O
network,B
using,O
the,O
software,O
.,O
Messages,O
are,O
delivered,O
on,O
a,O
best,O
-,O
effort,O
basis,O
.,O
Early,O
blockchains,B
rely,O
on,O
energy,B
-,I
intensive,I
mining,I
nodes,I
to,O
validate,B
transactions,I
",",O
[,O
27,O
],O
add,O
them,O
to,O
the,O
block,B
they,O
are,O
building,O
",",O
and,O
then,O
broadcast,O
the,O
completed,O
block,B
to,O
other,O
nodes,B
.,O
[,O
30,O
],O
:,O
 ,O
ch,O
.,O
08,O
  ,O
Blockchains,B
use,O
various,O
time,B
-,I
stamping,I
schemes,O
",",O
such,O
as,O
proof,B
-,I
of,I
-,I
work,I
",",O
to,O
serialize,O
changes,O
.,O
[,O
41,O
],O
Later,O
consensus,B
methods,O
include,O
proof,B
of,I
stake,I
.,O
[,O
27,O
],O
The,O
growth,O
of,O
a,O
decentralized,B
blockchain,I
is,O
accompanied,O
by,O
the,O
risk,O
of,O
centralization,B
because,O
the,O
computer,O
resources,O
required,O
to,O
process,O
larger,O
amounts,O
of,O
data,O
become,O
more,O
expensive,O
.,O
[,O
42,O
],O
"

",O
Finality,B
"

",O
Finality,B
is,O
the,O
level,O
of,O
confidence,O
that,O
the,O
well,O
-,O
formed,O
block,B
recently,O
appended,O
to,O
the,O
blockchain,B
will,O
not,O
be,O
revoked,O
in,O
the,O
future,O
(,O
is,O
"""",O
finalized,O
"""",O
),O
and,O
thus,O
can,O
be,O
trusted,B
.,O
Most,O
distributed,O
blockchain,B
protocols,I
",",O
whether,O
proof,B
of,I
work,I
or,O
proof,B
of,I
stake,I
",",O
can,O
not,O
guarantee,O
the,O
finality,B
of,O
a,O
freshly,O
committed,O
block,B
",",O
and,O
instead,O
rely,O
on,O
"""",O
probabilistic,B
finality,I
"""",O
:,O
as,O
the,O
block,B
goes,O
deeper,O
into,O
a,O
blockchain,B
",",O
it,O
is,O
less,O
likely,O
to,O
be,O
altered,O
or,O
reverted,O
by,O
a,O
newly,O
found,O
consensus,B
.,O
[,O
43,O
],O
"

",O
Byzantine,B
fault,I
tolerance,I
-,I
based,I
proof,I
-,I
of,I
-,I
stake,I
protocols,B
purport,O
to,O
provide,O
so,O
called,O
"""",O
absolute,B
finality,I
"""",O
:,O
a,O
randomly,O
chosen,O
validator,B
proposes,O
a,O
block,B
",",O
the,O
rest,O
of,O
validators,O
vote,O
on,O
it,O
",",O
and,O
",",O
if,O
a,O
supermajority,O
decision,O
approves,O
it,O
",",O
the,O
block,B
is,O
irreversibly,O
committed,O
into,O
the,O
blockchain,B
.,O
[,O
43,O
],O
A,O
modification,O
of,O
this,O
method,O
",",O
an,O
"""",O
economic,B
finality,I
"""",O
",",O
is,O
used,O
in,O
practical,O
protocols,B
",",O
like,O
the,O
Casper,B
protocol,I
used,O
in,O
Ethereum,B
:,O
validators,O
which,O
sign,O
two,O
different,O
blocks,B
at,O
the,O
same,O
position,O
in,O
the,O
blockchain,B
are,O
subject,O
to,O
"""",O
slashing,B
"""",O
",",O
where,O
their,O
leveraged,O
stake,B
is,O
forfeited,O
.,O
[,O
43,O
],O
"

",O
Openness,O
"

",O
Open,B
blockchains,I
are,O
more,O
user,O
-,O
friendly,O
than,O
some,O
traditional,O
ownership,O
records,O
",",O
which,O
",",O
while,O
open,O
to,O
the,O
public,O
",",O
still,O
require,O
physical,O
access,O
to,O
view,O
.,O
Because,O
all,O
early,O
blockchains,B
were,O
permissionless,O
",",O
controversy,O
has,O
arisen,O
over,O
the,O
blockchain,B
definition,O
.,O
An,O
issue,O
in,O
this,O
ongoing,O
debate,O
is,O
whether,O
a,O
private,O
system,O
with,O
verifiers,O
tasked,O
and,O
authorized,O
(,O
permissioned,O
),O
by,O
a,O
central,B
authority,I
should,O
be,O
considered,O
a,O
blockchain,B
.,O
[,O
44,O
],O
[,O
45,O
],O
[,O
46,O
],O
[,O
47,O
],O
[,O
48,O
],O
Proponents,O
of,O
permissioned,O
or,O
private,O
chains,O
argue,O
that,O
the,O
term,O
"""",O
blockchain,B
"""",O
may,O
be,O
applied,O
to,O
any,O
data,O
structure,O
that,O
batches,O
data,O
into,O
time,B
-,I
stamped,I
blocks,I
.,O
These,O
blockchains,B
serve,O
as,O
a,O
distributed,O
version,O
of,O
multiversion,B
concurrency,I
control,I
(,O
MVCC,B
),O
in,O
databases,B
.,O
[,O
49,O
],O
Just,O
as,O
MVCC,B
prevents,O
two,O
transactions,B
from,O
concurrently,O
modifying,O
a,O
single,O
object,O
in,O
a,O
database,B
",",O
blockchains,B
prevent,O
two,O
transactions,B
from,O
spending,O
the,O
same,O
single,O
output,O
in,O
a,O
blockchain,B
.,O
[,O
50,O
],O
:,O
 ,O
30–31,O
  ,O
Opponents,O
say,O
that,O
permissioned,O
systems,O
resemble,O
traditional,B
corporate,I
databases,I
",",O
not,O
supporting,O
decentralized,B
data,I
verification,I
",",O
and,O
that,O
such,O
systems,O
are,O
not,O
hardened,O
against,O
operator,B
tampering,I
and,O
revision,O
.,O
[,O
44,O
],O
[,O
46,O
],O
Nikolai,B
Hampton,I
of,O
Computerworld,B
said,O
that,O
"""",O
many,O
in,O
-,O
house,O
blockchain,B
solutions,I
will,O
be,O
nothing,O
more,O
than,O
cumbersome,O
databases,B
",",O
"""",O
and,O
"""",O
without,O
a,O
clear,O
security,B
model,O
",",O
proprietary,B
blockchains,I
should,O
be,O
eyed,O
with,O
suspicion,O
.,O
"""",O
[,O
8,O
],O
[,O
51,O
],O
"

",O
Permissionless,O
(,O
public,O
),O
blockchain,B
"

",O
An,O
advantage,O
to,O
an,O
open,O
",",O
permissionless,O
",",O
or,O
public,O
",",O
blockchain,B
network,I
is,O
that,O
guarding,O
against,O
bad,O
actors,O
is,O
not,O
required,O
and,O
no,O
access,B
control,I
is,O
needed,O
.,O
[,O
29,O
],O
This,O
means,O
that,O
applications,O
can,O
be,O
added,O
to,O
the,O
network,B
without,O
the,O
approval,O
or,O
trust,O
of,O
others,O
",",O
using,O
the,O
blockchain,B
as,O
a,O
transport,O
layer,O
.,O
[,O
29,O
],O
"

 

",O
Bitcoin,B
and,O
other,O
cryptocurrencies,B
currently,O
secure,B
their,O
blockchain,B
by,O
requiring,O
new,O
entries,O
to,O
include,O
proof,B
of,I
work,I
.,O
To,O
prolong,O
the,O
blockchain,B
",",O
bitcoin,B
uses,O
Hashcash,B
puzzles,O
.,O
While,O
Hashcash,B
was,O
designed,O
in,O
1997,O
by,O
Adam,B
Back,I
",",O
the,O
original,O
idea,O
was,O
first,O
proposed,O
by,O
Cynthia,B
Dwork,I
and,O
Moni,B
Naor,I
and,O
Eli,B
Ponyatovski,I
in,O
their,O
1992,O
paper,O
"""",O
Pricing,O
via,O
Processing,O
or,O
Combatting,O
Junk,O
Mail,O
"""",O
.,O
"

",O
In,O
2016,O
",",O
venture,O
capital,O
investment,O
for,O
blockchain,B
-,O
related,O
projects,O
was,O
weakening,O
in,O
the,O
USA,B
but,O
increasing,O
in,O
China,B
.,O
[,O
52,O
],O
Bitcoin,B
and,O
many,O
other,O
cryptocurrencies,B
use,O
open,O
(,O
public,O
),O
blockchains,B
.,O
As,O
of,O
April,O
2018,O
",",O
bitcoin,B
has,O
the,O
highest,O
