Token,BIO1
by,O
checking,O
them,O
with,O
the,O
matching,B
public,I
key,I
.,O
"

",O
Websites,O
include,O
a,O
public,B
key,I
in,O
their,O
certificate,B
.,O
Your,O
browser,O
will,O
use,O
this,O
public,B
key,I
to,O
encrypt,B
the,O
data,O
(,O
like,O
personal,O
information,O
",",O
login,O
details,O
",",O
and,O
credit,B
card,I
numbers,O
),O
it,O
sends,O
to,O
the,O
web,O
page,O
.,O
"

",O
The,O
website,O
has,O
the,O
matching,B
private,I
key,I
so,O
that,O
the,O
website,O
can,O
read,O
the,O
data,O
.,O
"

",O
Your,O
electronic,O
passport,O
was,O
signed,O
by,O
the,O
country,O
that,O
issued,O
it,O
to,O
ensure,O
the,O
passport,O
is,O
n't,O
forged,O
.,O
"

",O
The,O
electronic,O
passport,O
gates,O
can,O
confirm,B
this,O
using,O
the,O
public,B
key,I
of,O
your,O
issuing,O
country,O
.,O
"

",O
The,O
messaging,O
apps,O
on,O
your,O
phone,O
use,O
key,B
exchange,I
to,O
make,O
a,O
session,B
key,I
.,O
"

",O
In,O
short,O
",",O
cryptography,B
is,O
all,O
around,O
us,B
.,O
Solana,B
",",O
as,O
well,O
as,O
other,O
blockchains,B
",",O
are,O
but,O
one,O
use,O
of,O
cryptography,B
.,O
"

",O
Solana,B
uses,O
public,B
keys,I
as,O
addresses,B
"

",O
Solana,B
wallet,I
addresses,I
"

",O
People,O
participating,O
in,O
the,O
Solana,B
network,I
have,O
at,O
least,O
one,O
keypair,B
.,O
In,O
Solana,B
:,O
"

",O
The,O
public,B
key,I
is,O
used,O
as,O
an,O
“,O
address,B
”,O
that,O
points,O
to,O
an,O
account,B
on,O
the,O
Solana,B
network,I
.,O
Even,O
friendly,O
names,O
-like,O
example.sol,O
-point,O
to,O
addresses,B
like,O
dDCQNnDmNbFVi8cQhKAgXhyhXeJ625tvwsunRyRc7c8,O
"

",O
The,O
secret,B
key,I
is,O
used,O
to,O
verify,O
authority,B
over,O
that,O
keypair,B
.,O
If,O
you,O
have,O
the,O
secret,B
key,I
for,O
an,O
address,B
",",O
you,O
control,O
the,O
tokens,O
inside,O
that,O
address,B
.,O
For,O
this,O
reason,B
",",O
as,O
the,O
name,O
suggests,O
",",O
you,O
should,O
always,O
keep,O
secret,B
keys,I
secret,O
.,O
