Token,BIO1
",",O
and,O
surface,B
modification,I
.,O
"

 

",O
Laser,B
Beams,I
:,O
Highly,O
focused,O
",",O
coherent,O
streams,O
of,O
photons,B
used,O
in,O
cutting,O
",",O
welding,B
",",O
and,O
surface,O
treatment,O
processes,O
due,O
to,O
their,O
precision,O
and,O
energy,B
concentration,O
.,O
"

 

",O
Chemical,B
-,I
Thermal,I
Treatment,I
:,O
A,O
process,O
that,O
combines,O
chemical,B
and,O
thermal,B
methods,O
to,O
modify,O
the,O
surface,O
properties,O
of,O
a,O
material,B
",",O
such,O
as,O
carburizing,B
or,O
nitriding,B
",",O
to,O
improve,O
wear,B
resistance,I
",",O
hardness,B
",",O
and,O
other,O
properties,O
.,O
"

 

",O
Electron,B
Beam,I
Processing,I
:,O
The,O
use,O
of,O
electron,B
beams,O
to,O
treat,O
materials,B
",",O
which,O
can,O
involve,O
welding,B
",",O
melting,B
",",O
or,O
surface,B
modification,I
",",O
providing,O
advantages,O
like,O
deep,O
penetration,O
and,O
minimal,O
distortion,O
.,O
"

 

",O
Structural,B
Restructuring,I
:,O
The,O
alteration,O
of,O
the,O
internal,O
structure,B
of,O
a,O
material,B
",",O
which,O
can,O
be,O
induced,O
by,O
mechanical,B
work,O
",",O
heat,B
treatment,I
",",O
or,O
other,O
processes,O
",",O
affecting,O
its,O
mechanical,B
properties,O
.,O
"

 

",O
Phase,B
Composition,I
:,O
The,O
variety,O
and,O
proportion,O
of,O
different,O
phases,O
(,O
solid,B
",",O
liquid,B
",",O
gas,B
),O
or,O
microstructural,B
components,O
within,O
a,O
material,B
",",O
influencing,O
its,O
overall,O
properties,O
.,O
"

 

",O
Dislocation,B
Substructures,I
:,O
The,O
arrangement,O
and,O
density,B
of,O
dislocations,B
(,O
defects,B
),O
within,O
the,O
crystal,B
structure,I
of,O
a,O
material,B
",",O
affecting,O
its,O
strength,B
and,O
hardness,B
.,O
"

 

",O
Dislocation,B
Hardening,I
:,O
The,O
increase,O
in,O
a,O
material,B
's,O
hardness,B
and,O
strength,B
caused,O
by,O
the,O
presence,O
of,O
dislocations,B
",",O
which,O
impede,O
the,O
movement,O
of,O
dislocation,O
lines,O
and,O
hinder,O
plastic,B
deformation,I
.,O
"

 

",O
Residual,B
Austenite,I
:,O
Austenite,B
(,O
face,B
-,I
centered,I
cubic,I
iron,I
),O
that,O
remains,O
in,O
steel,B
after,O
quenching,B
",",O
which,O
can,O
affect,O
the,O
steel,B
's,O
toughness,B
",",O
strength,B
",",O
and,O
wear,B
resistance,I
.,O
"

 

",O
Lamellar,B
and,I
Packet,I
Martensite,I
:,O
Forms,O
of,O
martensite,B
characterized,O
by,O
their,O
microstructural,B
appearance,O
;,O
lamellar,B
martensite,I
shows,O
a,O
plate,O
-,O
like,O
structure,B
",",O
while,O
packet,B
martensite,I
consists,O
of,O
groups,O
of,O
martensite,B
laths,I
arranged,O
in,O
specific,O
orientations,O
.,O
"

 

",O
Scalar,B
and,I
Excess,I
Dislocation,I
Density,I
:,O
Scalar,B
dislocation,I
density,I
refers,O
to,O
the,O
total,O
length,O
of,O
dislocation,O
lines,O
per,O
unit,O
volume,O
of,O
a,O
material,B
",",O
while,O
excess,O
dislocation,B
density,I
specifically,O
refers,O
to,O
the,O
density,B
of,O
dislocations,B
beyond,O
the,O
equilibrium,O
or,O
base,O
level,O
",",O
often,O
resulting,O
from,O
plastic,B
deformation,I
.,O
"

 

",O
Lattice,B
Curvature,I
-,I
Torsion,I
:,O
Describes,O
the,O
deformation,B
of,O
the,O
crystal,B
lattice,I
in,O
materials,B
",",O
where,O
curvature,O
relates,O
to,O
bending,B
and,O
torsion,B
to,O
twisting,B
.,O
These,O
deformations,O
are,O
associated,O
with,O
the,O
presence,O
and,O
movement,O
of,O
dislocations,B
.,O
"

 

",O
Internal,B
Stresses,I
:,O
Stresses,O
that,O
exist,O
inside,O
a,O
material,B
without,O
external,O
forces,O
being,O
applied,O
.,O
They,O
can,O
be,O
caused,O
by,O
non,O
-,O
uniform,O
cooling,O
",",O
phase,O
transformations,O
",",O
or,O
plastic,B
deformation,I
",",O
affecting,O
the,O
material,B
's,O
mechanical,B
properties,O
and,O
behavior,O
.,O
"

 

",O
M6,B
C,I
-,I
type,I
Carbide,I
:,O
A,O
specific,O
type,O
of,O
carbide,B
(,O
where,O
M,O
represents,O
a,O
metal,B
element,O
),O
that,O
is,O
formed,O
in,O
steel,B
and,O
other,O
alloys,B
.,O
These,O
carbides,B
are,O
known,O
for,O
their,O
hardness,B
and,O
resistance,B
to,O
wear,B
and,O
are,O
important,O
in,O
determining,O
the,O
properties,O
of,O
high,B
-,I
speed,I
steels,I
and,O
tool,B
steels,I
.,O
"

 

",O
Surface,B
Irradiation,I
:,O
The,O
process,O
of,O
exposing,O
the,O
surface,O
of,O
a,O
material,B
to,O
a,O
flux,O
of,O
energetic,O
particles,O
or,O
radiation,B
",",O
such,O
as,O
electrons,B
",",O
ions,B
",",O
or,O
photons,B
",",O
which,O
can,O
alter,O
the,O
material,B
's,O
surface,O
properties,O
",",O
including,O
its,O
microstructure,B
and,O
mechanical,B
behavior,O
.,O
"

 

",O
Electrolytic,B
-,I
Plasma,I
Nitriding,I
:,O
A,O
surface,O
hardening,B
treatment,O
that,O
combines,O
electrolytic,B
processes,O
with,O
plasma,B
technology,I
to,O
introduce,O
nitrogen,B
into,O
the,O
surface,O
layer,O
of,O
a,O
material,B
",",O
enhancing,O
its,O
hardness,B
and,O
wear,B
resistance,I
.,O
"

 

",O
Carbamide,B
Electrolyte,I
:,O
An,O
electrolytic,B
solution,O
containing,O
carbamide,B
(,O
urea,B
),O
",",O
often,O
used,O
in,O
electrochemical,B
processes,O
",",O
including,O
electrolytic,B
-,I
plasma,I
nitriding,I
",",O
for,O
surface,O
treatment,O
of,O
metals,B
to,O
improve,O
their,O
properties,O
.,O
"

 

",O
High,B
-,I
Speed,I
Steel,I
(,O
R6M5,B
):,O
A,O
grade,O
of,O
high,B
-,I
speed,I
steel,I
characterized,O
by,O
excellent,O
cutting,O
performance,O
and,O
wear,B
resistance,I
",",O
often,O
used,O
in,O
the,O
manufacture,O
of,O
cutting,B
tools,I
",",O
drill,B
bits,I
",",O
and,O
other,O
tools,O
subjected,O
to,O
high,O
temperatures,B
and,O
wear,B
.,O
"

 

",O
Abrasive,B
Wear,I
:,O
Wear,B
caused,O
by,O
hard,O
particles,O
or,O
hard,O
protuberances,O
forced,O
against,O
and,O
moving,O
along,O
a,O
solid,B
surface,I
",",O
resulting,O
in,O
material,B
removal,O
through,O
mechanical,B
action,O
.,O
"

 

",O
Plasma,B
-,I
Surface,I
Interactions,I
:,O
The,O
interactions,O
between,O
a,O
plasma,B
(,O
an,O
ionized,B
gas,I
),O
and,O
the,O
surface,O
of,O
a,O
material,B
",",O
which,O
can,O
lead,B
to,O
changes,O
in,O
the,O
material,B
's,O
surface,O
structure,B
",",O
composition,O
",",O
and,O
properties,O
.,O
"

 

",O
Tungsten,B
Surface,I
Erosion,I
:,O
The,O
wear,B
or,O
removal,O
of,O
tungsten,B
material,B
from,O
a,O
surface,O
due,O
to,O
exposure,O
to,O
plasma,B
",",O
high,O
temperatures,B
",",O
or,O
mechanical,B
action,O
.,O
It,O
is,O
a,O
significant,O
concern,O
in,O
applications,O
like,O
fusion,B
reactors,I
where,O
tungsten,B
is,O
used,O
as,O
a,O
plasma,B
-,I
facing,I
material,I
.,O
"

 

",O
Fusion,B
Reactor,I
Materials,I
:,O
Materials,B
used,O
in,O
the,O
construction,O
of,O
fusion,B
reactors,I
",",O
chosen,O
for,O
their,O
ability,O
to,O
withstand,O
extreme,O
environments,O
",",O
including,O
high,O
temperatures,B
",",O
neutron,B
irradiation,I
",",O
and,O
plasma,B
exposure,O
.,O
"

 

",O
Plasma,B
Generation,I
:,O
The,O
process,O
of,O
creating,O
plasma,B
",",O
typically,O
by,O
applying,O
energy,B
(,O
such,O
as,O
heat,B
",",O
electrical,B
fields,I
",",O
or,O
electromagnetic,B
radiation,I
),O
to,O
a,O
gas,B
",",O
causing,O
it,O
to,O
become,O
ionized,B
.,O
"

 

",O
Divertor,B
Candidate,I
Materials,I
:,O
Materials,B
considered,O
suitable,O
for,O
use,O
in,O
the,O
divertor,O
component,O
of,O
a,O
fusion,O
reactor,O
",",O
which,O
is,O
designed,O
to,O
remove,O
waste,O
heat,B
and,O
particles,O
from,O
the,O
plasma,B
without,O
being,O
damaged,O
.,O
"

 

",O
Thermal,B
Loads,I
:,O
The,O
amount,O
of,O
heat,B
energy,I
that,O
a,O
material,B
or,O
structure,B
is,O
subjected,O
to,O
",",O
which,O
can,O
induce,O
thermal,B
stresses,I
",",O
deformation,B
",",O
or,O
other,O
thermal,B
effects,O
.,O
"

 

",O
Neutron,B
Damage,I
:,O
The,O
structural,O
damage,O
and,O
changes,O
in,O
material,B
properties,O
caused,O
by,O
neutron,B
irradiation,I
",",O
particularly,O
relevant,O
in,O
nuclear,B
reactors,I
and,O
fusion,O
devices,O
",",O
affecting,O
materials,B
',O
mechanical,B
strength,B
and,O
lifetime,O
.,O
"

 

",O
Ductile,B
-,I
to,I
-,I
Brittle,I
Transition,I
Temperature,I
(,O
DBTT,B
):,O
The,O
temperature,O
below,O
which,O
a,O
material,B
that,O
is,O
normally,O
ductile,B
becomes,O
brittle,B
and,O
fractures,O
in,O
a,O
brittle,B
manner,O
.,O
This,O
transition,O
is,O
critical,O
for,O
materials,B
used,O
in,O
cold,O
environments,O
.,O
"

 

",O
Plasma,B
Detachment,I
:,O
A,O
process,O
in,O
controlled,O
fusion,O
devices,O
where,O
the,O
plasma,B
edge,O
is,O
cooled,O
and,O
detached,O
from,O
the,O
solid,B
surfaces,O
",",O
reducing,O
the,O
heat,B
and,O
particle,O
fluxes,O
to,O
the,O
device,O
walls,O
.,O
"

 

",O
Helium,B
Plasma,I
Exposure,I
:,O
The,O
exposure,O
of,O
materials,B
to,O
helium,B
plasma,I
",",O
which,O
is,O
of,O
particular,O
interest,O
in,O
fusion,B
energy,I
research,O
due,O
to,O
the,O
production,O
of,O
helium,B
ions,B
during,O
fusion,B
reactions,I
and,O
their,O
impact,O
on,O
materials,B
.,O
"

 

",O
Surface,B
Roughness,I
Measurement,I
:,O
The,O
quantification,O
of,O
the,O
surface,O
texture,B
or,O
roughness,B
of,O
a,O
material,B
",",O
usually,O
performed,O
using,O
techniques,O
such,O
as,O
profilometry,B
",",O
which,O
can,O
influence,O
the,O
material,B
's,O
mechanical,B
and,O
physical,B
properties,O
.,O
"

 

",O
Ion,B
Effects,I
on,I
Materials,I
:,O
Changes,O
in,O
a,O
material,B
's,O
properties,O
and,O
structure,B
due,O
to,O
exposure,O
to,O
ion,B
beams,I
",",O
which,O
can,O
include,O
sputtering,B
",",O
implantation,B
",",O
and,O
modification,O
of,O
electrical,B
and,O
mechanical,B
properties,O
.,O
"

 

",O
Electrocorundum,B
Abrasive,I
:,O
A,O
synthetic,O
abrasive,B
made,O
from,O
aluminum,B
oxide,I
(,O
Al2O3,B
),O
",",O
used,O
for,O
grinding,B
",",O
cutting,O
",",O
and,O
polishing,O
due,O
to,O
its,O
hardness,B
and,O
durability,O
.,O
"

 

",O
Nitrogen,B
Martensite,I
:,O
A,O
form,O
of,O
martensite,B
in,O
steel,B
that,O
has,O
been,O
nitrogen,B
-,O
strengthened,O
",",O
resulting,O
in,O
improved,O
hardness,B
and,O
wear,B
resistance,I
due,O
to,O
the,O
presence,O
of,O
nitrogen,B
atoms,B
within,O
the,O
martensitic,B
structure,I
.,O
"

 

",O
Carbide,B
Phases,I
:,O
Hard,O
",",O
wear,B
-,O
resistant,O
phases,O
within,O
metals,B
and,O
alloys,B
",",O
formed,O
by,O
carbon,B
interacting,O
with,O
other,O
elements,O
like,O
tungsten,B
",",O
vanadium,B
",",O
or,O
chromium,B
",",O
contributing,O
to,O
the,O
material,B
's,O
hardness,B
and,O
resistance,B
to,O
high,O
temperatures,B
.,O
"

 

",O
FCC,B
Crystal,I
Lattice,I
:,O
Face,B
-,I
Centered,I
Cubic,B
crystal,I
structure,I
",",O
where,O
atoms,B
are,O
located,O
at,O
each,O
corner,O
and,O
the,O
centers,O
of,O
all,O
the,O
faces,O
of,O
the,O
cube,O
",",O
common,O
in,O
metals,B
like,O
aluminum,B
",",O
copper,B
",",O
and,O
nickel,B
",",O
providing,O
good,O
ductility,B
and,O
strength,B
.,O
"

 

",O
Electron,B
Backscatter,I
Diffraction,I
(,O
EBSD,B
):,O
A,O
microscopy,B
technique,O
used,O
to,O
analyze,O
the,O
crystallographic,B
structure,I
of,O
materials,B
by,O
detecting,O
electrons,B
that,O
are,O
backscattered,O
from,O
a,O
sample,O
",",O
providing,O
information,O
on,O
grain,B
orientation,O
",",O
phases,O
",",O
and,O
textures,B
.,O
"

 

",O
X,B
-,I
ray,I
Diffraction,I
(,I
XRD,I
),I
Analysis,I
:,O
A,O
technique,O
used,O
to,O
determine,O
the,O
crystal,B
structure,I
",",O
phase,B
composition,I
",",O
and,O
other,O
structural,O
properties,O
of,O
a,O
material,B
by,O
measuring,O
the,O
diffraction,B
patterns,I
of,O
X,B
-,I
rays,I
scattered,O
by,O
the,O
material,B
's,O
atoms,B
.,O
"

 

",O
Phase,B
Composition,I
Analysis,I
:,O
The,O
determination,O
of,O
the,O
different,O
phases,O
present,O
within,O
a,O
material,B
",",O
including,O
their,O
proportions,O
and,O
distribution,O
",",O
often,O
using,O
techniques,O
like,O
XRD,B
or,O
EBSD,B
.,O
"

 

",O
Tempered,B
Martensite,I
:,O
Martensite,B
that,O
has,O
been,O
heat,B
-,I
treated,I
(,O
tempered,B
),O
to,O
reduce,O
its,O
brittleness,B
while,O
maintaining,O
most,O
of,O
its,O
high,O
hardness,B
and,O
strength,B
",",O
used,O
to,O
improve,O
mechanical,B
properties,O
.,O
"

",O
Solid,B
Carbide,I
M6C,I
:,O
A,O
specific,O
type,O
of,O
carbide,B
phase,I
found,O
in,O
some,O
steels,B
and,O
alloys,B
",",O
characterized,O
by,O
its,O
chemical,B
composition,O
and,O
structure,B
",",O
contributing,O
to,O
the,O
hardness,B
and,O
wear,B
resistance,I
of,O
the,O
material,B
.,O
"

",O
MC,B
-,I
type,I
Carbide,I
:,O
Carbides,B
where,O
M,O
stands,O
for,O
a,O
metal,B
(,O
such,O
as,O
tungsten,B
or,O
titanium,B
),O
and,O
C,O
stands,O
for,O
carbon,B
",",O
known,O
for,O
their,O
hardness,B
and,O
resistance,B
to,O
wear,B
.,O
"

 

",O
Spherical,B
Carbides,I
:,O
Carbide,B
particles,O
that,O
have,O
a,O
spherical,B
shape,O
",",O
often,O
found,O
in,O
certain,O
types,O
of,O
steel,B
and,O
alloys,B
",",O
contributing,O
to,O
the,O
material,B
's,O
wear,B
resistance,I
and,O
toughness,B
.,O
"

 

",O
Fd3,B
m,I
Spatial,I
Group,I
:,O
A,O
specific,O
type,O
of,O
space,B
group,I
symmetry,I
found,O
in,O
crystal,B
structures,I
",",O
denoting,O
the,O
arrangement,O
of,O
atoms,B
within,O
the,O
crystal,B
lattice,I
.,O
"

 

",O
Monocrystalline,B
Carbides,I
:,O
Carbides,B
that,O
consist,O
of,O
a,O
single,O
crystal,B
structure,I
",",O
providing,O
superior,O
hardness,B
and,O
wear,B
resistance,I
compared,O
to,O
polycrystalline,B
carbides,I
.,O
"

 

",O
Tungsten,B
-,I
molybdenum,I
Steels,I
:,O
Steels,B
alloyed,O
with,O
tungsten,B
and,O
molybdenum,B
to,O
improve,O
their,O
high,O
-,O
temperature,O
strength,B
",",O
hardness,B
",",O
and,O
resistance,B
to,O
wear,B
and,O
corrosion,B
.,O
"

 

",O
Scanning,B
Electron,I
Microscopy,I
(,O
SEM,B
):,O
A,O
type,O
of,O
electron,B
microscopy,I
that,O
produces,O
high,O
-,O
resolution,O
images,O
of,O
the,O
surface,O
of,O
materials,B
",",O
allowing,O
for,O
detailed,O
examination,O
of,O
topography,B
and,O
composition,O
.,O
"

",O
Elemental,B
Composition,I
Mapping,I
:,O
The,O
process,O
of,O
using,O
analytical,O
techniques,O
",",O
such,O
as,O
SEM,B
combined,O
with,O
energy,B
-,I
dispersive,I
X,I
-,I
ray,I
spectroscopy,I
(,O
EDX,B
),O
",",O
to,O
map,O
the,O
distribution,O
of,O
elements,O
within,O
a,O
material,B
.,O
"

 

",O
High,B
-,I
Speed,I
Steels,I
:,O
A,O
group,O
of,O
alloy,B
steels,B
used,O
to,O
make,O
tools,O
that,O
can,O
cut,O
at,O
high,O
speeds,O
without,O
losing,O
their,O
hardness,B
",",O
characterized,O
by,O
their,O
resistance,B
to,O
wear,B
and,O
softening,B
at,O
high,O
temperatures,B
.,O
"

 

",O
Heat,B
-,I
Resistance,I
:,O
The,O
ability,O
of,O
a,O
material,B
to,O
retain,O
its,O
mechanical,B
properties,O
at,O
elevated,O
temperatures,B
without,O
degrading,O
.,O
"
",O
