Token,BIO1
deformation,B
behavior,O
of,O
crystalline,B
materials,B
at,O
the,O
microstructural,B
level,O
",",O
considering,O
the,O
crystallographic,O
orientation,O
of,O
grains,B
.,O
"

 

",O
Digital,B
Twin,I
Technology,I
in,I
Materials,I
Science,I
:,O
The,O
creation,O
of,O
a,O
digital,O
replica,O
of,O
a,O
material,B
or,O
material,B
process,O
that,O
can,O
simulate,O
",",O
predict,O
",",O
and,O
optimize,O
the,O
performance,O
and,O
behavior,O
of,O
the,O
material,B
in,O
the,O
real,O
world,O
.,O
"
 
",O
Direct,B
Write,I
Technologies,I
:,O
A,O
group,O
of,O
fabrication,O
processes,O
that,O
create,O
patterns,O
or,O
structures,B
directly,O
on,O
substrates,O
without,O
masks,O
",",O
commonly,O
used,O
in,O
electronics,B
manufacturing,O
for,O
circuits,O
and,O
sensors,B
.,O
"

 

",O
Electrically,B
Conductive,I
Adhesives,I
(,O
ECAs,B
):,O
Adhesives,B
that,O
conduct,O
electricity,B
",",O
used,O
in,O
electronic,B
assemblies,I
to,O
connect,O
components,O
electrically,O
and,O
mechanically,O
",",O
offering,O
an,O
alternative,O
to,O
soldering,B
.,O
"

 

",O
Electrophoretic,B
Deposition,I
:,O
A,O
coating,B
process,O
that,O
uses,O
an,O
electric,B
field,I
to,O
deposit,O
charged,O
particles,O
onto,O
a,O
substrate,B
",",O
widely,O
used,O
for,O
applying,O
materials,B
to,O
electrically,O
conductive,O
surfaces,O
in,O
a,O
controlled,O
manner,O
.,O
"

 

",O
Flexible,B
Substrates,I
:,O
Materials,B
that,O
are,O
bendable,B
and,O
can,O
support,O
the,O
deposition,O
of,O
electronic,B
",",O
optical,B
",",O
or,O
other,O
functional,O
elements,O
",",O
enabling,O
the,O
creation,O
of,O
flexible,O
electronic,B
devices,O
.,O
"

 

",O
Gas,B
Phase,I
Synthesis,I
of,I
Nanoparticles,I
:,O
A,O
method,O
for,O
producing,O
nanoparticles,B
by,O
reacting,O
gases,B
in,O
a,O
controlled,O
environment,O
",",O
allowing,O
for,O
the,O
synthesis,B
of,O
nanoparticles,B
with,O
specific,O
properties,O
.,O
"

 

",O
High,B
-,I
strain,I
-,I
rate,I
Testing,I
:,O
The,O
evaluation,O
of,O
material,B
behavior,O
under,O
rapid,O
deformation,B
",",O
important,O
for,O
understanding,O
the,O
performance,O
of,O
materials,B
in,O
high,O
-,O
speed,O
impacts,O
or,O
explosions,O
.,O
"

 

",O
Hydrogel,B
Materials,I
:,O
Soft,O
",",O
water,B
-,I
absorbing,I
polymers,I
that,O
can,O
retain,O
a,O
significant,O
amount,O
of,O
water,B
while,O
maintaining,O
their,O
structure,B
",",O
used,O
in,O
biomedical,B
applications,O
",",O
contact,O
lenses,O
",",O
and,O
as,O
moisture,B
-,I
retentive,I
soil,B
additives,O
.,O
"

 

",O
Inkjet,B
Printing,I
of,I
Functional,I
Materials,I
:,O
The,O
use,O
of,O
inkjet,B
technology,O
to,O
deposit,O
materials,B
with,O
specific,O
functionalities,O
",",O
such,O
as,O
conductive,B
inks,I
or,O
biologically,B
active,I
substances,I
",",O
onto,O
substrates,O
in,O
a,O
patterned,O
manner,O
.,O
"

 

",O
Interfacial,B
Engineering,I
:,O
The,O
modification,O
and,O
control,O
of,O
interfaces,O
between,O
different,O
materials,B
or,O
phases,O
to,O
improve,O
the,O
compatibility,O
",",O
stability,O
",",O
and,O
performance,O
of,O
composite,B
materials,I
or,O
devices,O
.,O
"

 

",O
Ionic,B
Liquids,I
in,I
Materials,I
Processing,I
:,O
The,O
use,O
of,O
ionic,B
liquids,I
",",O
which,O
are,O
salts,B
with,O
low,O
melting,B
points,I
",",O
in,O
materials,B
synthesis,B
and,O
processing,O
due,O
to,O
their,O
unique,O
solvation,O
properties,O
and,O
thermal,B
stability,I
.,O
"

 

",O
Laser,B
Powder,I
Bed,I
Fusion,I
(,O
LPBF,B
):,O
An,O
additive,B
manufacturing,I
technique,O
where,O
a,O
laser,B
selectively,O
fuses,O
regions,O
of,O
a,O
powder,O
bed,O
to,O
build,O
parts,O
layer,O
by,O
layer,O
",",O
commonly,O
used,O
with,O
metals,B
.,O
"

 

",O
Low,B
-,I
k,I
Dielectric,I
Materials,I
:,O
Materials,B
with,O
a,O
low,O
dielectric,B
constant,I
",",O
used,O
in,O
semiconductor,B
manufacturing,O
to,O
reduce,O
capacitive,B
coupling,I
between,O
interconnects,B
",",O
improving,O
speed,O
and,O
reducing,O
power,O
consumption,O
.,O
"

 

",O
Magnetic,B
Shape,I
Memory,I
Alloys,I
:,O
Alloys,B
that,O
change,O
shape,O
in,O
response,O
to,O
a,O
magnetic,B
field,I
due,O
to,O
the,O
rearrangement,O
of,O
their,O
crystal,B
structure,I
",",O
used,O
in,O
actuators,B
and,O
sensors,B
.,O
"

 

",O
Mechanochemical,B
Synthesis,I
:,O
A,O
process,O
that,O
induces,O
chemical,B
reactions,I
between,O
solid,B
-,I
state,I
compounds,I
through,O
mechanical,B
energy,I
",",O
such,O
as,O
grinding,B
",",O
without,O
the,O
need,O
for,O
solvents,B
or,O
high,O
temperatures,B
.,O
"

 

",O
Metal,B
Organic,I
Vapor,I
Phase,I
Epitaxy,I
(,O
MOVPE,B
):,O
A,O
method,O
for,O
depositing,O
crystalline,B
layers,I
to,O
manufacture,O
semiconductor,B
materials,B
by,O
reacting,O
metalorganic,B
precursors,I
with,O
hydrides,B
or,O
other,O
gases,B
.,O
"

 

",O
Microfluidic,B
Materials,I
:,O
Materials,B
used,O
to,O
fabricate,O
microfluidic,B
devices,I
",",O
which,O
manipulate,O
small,O
volumes,O
of,O
fluids,B
",",O
crucial,B
for,O
applications,O
in,O
chemical,B
analysis,I
",",O
biological,B
research,O
",",O
and,O
diagnostics,O
.,O
"

 

",O
Nano,B
-,I
engineered,I
Coatings,I
:,O
Thin,B
films,I
engineered,O
at,O
the,O
nanoscale,O
to,O
provide,O
specific,O
properties,O
",",O
such,O
as,O
corrosion,B
resistance,I
",",O
hydrophobicity,B
",",O
or,O
enhanced,O
conductivity,B
",",O
to,O
surfaces,O
.,O
"

 

",O
Nanoscale,B
Additive,I
Manufacturing,I
:,O
The,O
process,O
of,O
creating,O
objects,O
at,O
the,O
nanometer,O
scale,O
using,O
additive,B
manufacturing,I
techniques,O
",",O
allowing,O
for,O
the,O
fabrication,O
of,O
structures,B
with,O
nanometer,O
precision,O
.,O
"

 

",O
Nonlinear,B
Optical,I
Materials,I
:,O
Materials,B
that,O
exhibit,O
nonlinear,O
responses,O
to,O
optical,B
fields,I
",",O
meaning,O
the,O
polarization,B
response,I
is,O
not,O
directly,O
proportional,O
to,O
the,O
optical,B
field,I
intensity,O
",",O
used,O
in,O
lasers,B
and,O
optical,B
switches,I
.,O
"

 

",O
Organic,B
Light,I
-,I
Emitting,I
Diodes,I
(,O
OLED,B
),O
Materials,B
:,O
Materials,B
used,O
in,O
OLEDs,B
",",O
which,O
emit,B
light,I
in,O
response,O
to,O
an,O
electric,B
current,I
",",O
offering,O
advantages,O
in,O
display,O
technology,O
such,O
as,O
high,O
contrast,O
ratios,O
and,O
flexibility,O
.,O
"

 

",O
Phase,B
Field,I
Modeling,I
:,O
A,O
computational,O
modeling,O
technique,O
that,O
simulates,O
the,O
evolution,O
of,O
microstructures,O
in,O
materials,B
by,O
solving,O
phase,O
field,O
equations,O
",",O
used,O
to,O
predict,O
grain,B
growth,I
",",O
phase,O
transformations,O
",",O
and,O
other,O
phenomena,O
.,O
"

 

",O
Photonic,B
Crystals,I
:,O
Structures,B
with,O
a,O
periodic,O
optical,B
nanostructure,O
that,O
affect,O
the,O
motion,O
of,O
photons,B
",",O
used,O
to,O
control,O
light,B
in,O
a,O
variety,O
of,O
applications,O
",",O
including,O
optical,B
fibers,I
and,O
sensors,B
.,O
"

 

",O
Piezoelectric,B
Ceramics,I
:,O
Ceramics,B
that,O
generate,O
an,O
electric,B
charge,I
in,O
response,O
to,O
mechanical,B
stress,I
and,O
vice,O
versa,O
",",O
used,O
in,O
sensors,B
",",O
actuators,B
",",O
and,O
energy,B
harvesting,O
devices,O
.,O
"

 

",O
Polymer,B
Nanocomposites,I
:,O
Composites,O
that,O
combine,O
a,O
polymer,B
matrix,I
with,O
nanoscale,B
fillers,I
",",O
resulting,O
in,O
improved,O
mechanical,B
",",O
thermal,B
",",O
or,O
electrical,B
properties,O
compared,O
to,O
the,O
base,O
polymer,B
.,O
"

 

",O
Quantum,B
Materials,I
:,O
Materials,B
that,O
exhibit,O
properties,O
defined,O
by,O
quantum,B
mechanics,I
",",O
such,O
as,O
superconductivity,B
",",O
topological,B
insulators,I
",",O
and,O
quantum,B
hall,I
effects,I
",",O
promising,O
for,O
new,O
technologies,O
and,O
devices,O
.,O
"

 

",O
Rapid,B
Sintering,I
Techniques,I
:,O
Methods,O
that,O
significantly,O
accelerate,O
the,O
sintering,B
process,O
of,O
materials,B
",",O
such,O
as,O
spark,B
plasma,I
sintering,I
",",O
enabling,O
faster,O
production,O
of,O
dense,O
materials,B
with,O
fine,O
microstructures,O
.,O
"

 

",O
Self,B
-,I
healing,I
Materials,I
:,O
Materials,B
that,O
have,O
the,O
ability,O
to,O
automatically,O
repair,O
damage,O
without,O
external,O
intervention,O
",",O
extending,O
their,O
lifetime,O
and,O
enhancing,O
their,O
performance,O
.,O
"

 

",O
Silicon,O
Carbide,B
(,O
SiC,B
),O
Semiconductors,B
:,O
A,O
semiconductor,B
material,I
that,O
offers,O
high,O
temperature,O
",",O
high,O
power,O
",",O
and,O
high,O
-,O
frequency,O
capabilities,O
",",O
used,O
in,O
power,O
devices,O
and,O
high,O
-,O
performance,O
electronics,B
.,O
"

 

",O
Supercapacitor,B
Materials,I
:,O
Materials,B
used,O
in,O
supercapacitors,B
",",O
which,O
store,O
energy,B
through,O
electrostatic,B
mechanisms,I
",",O
offering,O
rapid,O
charging,O
and,O
discharging,O
capabilities,O
compared,O
to,O
traditional,O
batteries,B
.,O
"

 

",O
Surface,B
Acoustic,I
Wave,I
(,O
SAW,B
),O
Devices,O
:,O
Devices,O
that,O
utilize,O
acoustic,B
waves,I
traveling,O
along,O
the,O
surface,O
of,O
materials,B
to,O
process,O
signals,O
",",O
used,O
in,O
filters,O
",",O
oscillators,B
",",O
and,O
sensors,B
.,O
"

 

",O
Thermal,B
Interface,I
Materials,I
(,O
TIMs,B
):,O
Materials,B
placed,O
between,O
two,O
surfaces,O
to,O
enhance,O
thermal,B
transfer,O
",",O
critical,O
in,O
electronic,B
devices,O
for,O
managing,O
heat,B
dissipation,I
.,O
"

 

",O
Ultrahigh,B
Temperature,I
Ceramics,I
(,O
UHTCs,B
):,O
Ceramics,B
that,O
can,O
withstand,O
extremely,O
high,O
temperatures,B
",",O
used,O
in,O
aerospace,B
applications,O
",",O
such,O
as,O
spacecraft,O
re,O
-,O
entry,O
shields,O
and,O
hypersonic,O
flight,O
vehicles,O
.,O
"
",O
