Token,BIO1
:,O
A,O
group,O
of,O
corrosion,B
-,I
resistant,I
steel,B
alloys,I
containing,O
a,O
minimum,O
of,O
10.5,O
%,O
chromium,B
",",O
offering,O
a,O
variety,O
of,O
mechanical,B
properties,O
and,O
resistance,B
to,O
environmental,O
corrosion,B
.,O
"

 

",O
Stereolithography,B
(,O
SLA,B
):,O
A,O
3D,B
printing,I
technology,I
that,O
uses,O
a,O
laser,B
to,O
cure,O
and,O
solidify,O
a,O
photopolymer,B
resin,I
layer,O
by,O
layer,O
",",O
creating,O
detailed,O
and,O
complex,O
parts,O
.,O
"

 

",O
Stress,B
Corrosion,I
Cracking,I
(,O
SCC,B
):,O
The,O
growth,O
of,O
crack,O
formation,O
in,O
a,O
corrosive,O
environment,O
",",O
significantly,O
affected,O
by,O
tensile,B
stress,I
",",O
occurring,O
in,O
certain,O
materials,B
under,O
specific,O
environmental,O
conditions,O
.,O
"

 

",O
Superplasticity,B
:,O
The,O
ability,O
of,O
a,O
material,B
to,O
undergo,O
extensive,O
plastic,B
deformation,I
at,O
elevated,O
temperatures,B
before,O
failure,O
",",O
utilized,O
in,O
superplastic,B
forming,I
processes,O
for,O
manufacturing,O
complex,O
shapes,O
.,O
"

 

",O
Surface,B
Modification,I
:,O
The,O
alteration,O
of,O
the,O
surface,O
properties,O
of,O
a,O
material,B
to,O
improve,O
characteristics,O
such,O
as,O
adhesion,B
",",O
wettability,B
",",O
corrosion,B
resistance,I
",",O
and,O
wear,B
resistance,I
.,O
"

 

",O
Surface,B
Tension,I
:,O
The,O
energy,B
or,O
force,O
at,O
the,O
surface,O
of,O
a,O
liquid,B
that,O
resists,O
external,O
forces,O
",",O
important,O
in,O
the,O
processing,O
of,O
materials,B
and,O
the,O
behavior,O
of,O
liquid,B
metals,I
and,O
polymers,B
.,O
"

 

",O
Suspension,B
Polymerization,I
:,O
A,O
polymerization,B
process,O
where,O
monomers,B
are,O
dispersed,O
in,O
a,O
liquid,B
medium,O
to,O
form,O
polymer,B
particles,O
",",O
used,O
for,O
producing,O
polymers,B
with,O
specific,O
characteristics,O
.,O
"

 

",O
Tensile,B
Testing,I
:,O
A,O
mechanical,B
test,O
where,O
a,O
material,B
sample,O
is,O
stretched,O
until,O
it,O
breaks,O
to,O
measure,O
properties,O
such,O
as,O
ultimate,B
tensile,I
strength,I
",",O
elongation,B
",",O
and,O
reduction,O
in,O
area,O
.,O
"

 

",O
Thermal,B
Barrier,I
Coatings,I
(,O
TBCs,B
):,O
Coatings,B
applied,O
to,O
metallic,O
surfaces,O
operating,O
at,O
high,O
temperatures,B
",",O
such,O
as,O
turbine,O
blades,O
",",O
to,O
insulate,O
the,O
metal,B
from,O
the,O
hot,O
gases,B
",",O
thereby,O
increasing,O
efficiency,O
and,O
lifespan,O
.,O
"

 

",O
Thermal,B
Conductivity,I
:,O
A,O
measure,O
of,O
a,O
material,B
's,O
ability,O
to,O
conduct,B
heat,I
",",O
critical,O
for,O
materials,B
used,O
in,O
thermal,B
management,I
and,O
insulation,B
applications,O
.,O
"

 

",O
Thermal,B
Expansion,I
:,O
The,O
tendency,O
of,O
matter,B
to,O
change,O
its,O
shape,O
",",O
area,O
",",O
and,O
volume,O
in,O
response,O
to,O
a,O
change,O
in,O
temperature,O
",",O
important,O
for,O
understanding,O
material,B
behavior,O
under,O
thermal,B
stress,I
.,O
"

 

",O
Thermoelectric,B
Materials,I
:,O
Materials,B
that,O
can,O
convert,O
temperature,O
differences,O
directly,O
into,O
electrical,B
voltage,I
and,O
vice,O
versa,O
",",O
used,O
in,O
power,O
generation,O
and,O
cooling,O
applications,O
.,O
"

 

",O
Thermogravimetric,B
Analysis,I
(,O
TGA,B
):,O
A,O
method,O
of,O
thermal,B
analysis,I
where,O
the,O
mass,B
of,O
a,O
material,B
is,O
measured,O
over,O
time,O
as,O
the,O
temperature,O
changes,O
",",O
used,O
to,O
study,O
thermal,B
stability,I
",",O
composition,O
",",O
and,O
oxidative,B
stability,I
.,O
"

 

",O
Thermomechanical,B
Processing,I
:,O
The,O
use,O
of,O
thermal,B
(,O
heat,B
treatments,I
),O
and,O
mechanical,B
(,O
deformation,B
processes,O
),O
treatments,O
in,O
combination,O
to,O
alter,O
the,O
microstructure,B
and,O
properties,O
of,O
a,O
material,B
.,O
"

 

",O
Thermo,B
-,I
mechanical,I
Treatment,I
(,O
TMT,B
):,O
A,O
process,O
that,O
combines,O
thermal,B
and,O
mechanical,B
processing,O
to,O
enhance,O
the,O
mechanical,B
properties,O
of,O
metals,B
",",O
such,O
as,O
strength,B
",",O
toughness,B
",",O
and,O
ductility,B
.,O
"

 

",O
Thin,B
Film,I
Deposition,I
:,O
The,O
process,O
of,O
depositing,O
a,O
thin,O
layer,O
of,O
material,B
–,O
ranging,O
from,O
a,O
single,O
layer,O
of,O
atoms,B
to,O
several,O
micrometers,O
in,O
thickness,O
–,O
onto,O
a,O
substrate,B
or,O
onto,O
previously,O
deposited,B
layers,O
.,O
"

 

",O
Titanium,B
Alloys,I
:,O
Alloys,B
of,O
titanium,B
that,O
include,O
other,O
elements,O
",",O
such,O
as,O
aluminum,B
and,O
vanadium,B
",",O
offering,O
high,O
strength,B
",",O
light,B
weight,O
",",O
and,O
corrosion,B
resistance,I
",",O
used,O
in,O
aerospace,B
",",O
medical,O
devices,O
",",O
and,O
sporting,O
goods,O
.,O
"

 

",O
Toughness,B
:,O
The,O
ability,O
of,O
a,O
material,B
to,O
absorb,B
energy,I
and,O
plastically,B
deform,I
without,O
fracturing,B
",",O
important,O
for,O
assessing,O
materials,B
',O
resistance,B
to,O
impact,O
and,O
shock,O
.,O
"

 

",O
Transmission,B
Electron,I
Microscopy,I
(,O
TEM,B
):,O
A,O
microscopy,B
technique,O
that,O
uses,O
a,O
beam,O
of,O
electrons,B
transmitted,O
through,O
an,O
ultra,O
-,O
thin,O
specimen,O
",",O
interacting,O
with,O
the,O
specimen,O
as,O
it,O
passes,O
through,O
",",O
used,O
to,O
see,O
the,O
internal,O
structure,B
at,O
high,O
resolution,O
.,O
"

 

",O
Tribology,B
:,O
The,O
study,O
of,O
friction,B
",",O
wear,B
",",O
and,O
lubrication,B
between,O
surfaces,O
in,O
relative,O
motion,O
",",O
crucial,B
for,O
the,O
design,O
and,O
maintenance,O
of,O
all,O
kinds,O
of,O
systems,O
and,O
materials,B
.,O
"

 
",O
Ultrasonic,B
Testing,I
:,O
A,O
non,B
-,I
destructive,I
testing,I
technique,O
that,O
uses,O
high,O
-,O
frequency,O
sound,B
waves,I
to,O
detect,O
imperfections,O
",",O
measure,O
thickness,O
",",O
and,O
analyze,O
material,B
properties,O
within,O
a,O
component,O
without,O
altering,O
it,O
.,O
"

 

",O
Vacuum,B
Brazing,I
:,O
A,O
brazing,B
process,O
performed,O
in,O
a,O
vacuum,B
environment,O
to,O
join,O
materials,B
using,O
a,O
filler,B
metal,I
with,O
a,O
lower,O
melting,B
point,I
than,O
the,O
workpieces,O
",",O
providing,O
superior,O
joint,O
quality,O
and,O
cleanliness,O
.,O
"

 

",O
Vapor,B
Phase,I
Epitaxy,I
(,O
VPE,B
):,O
A,O
process,O
for,O
the,O
growth,O
of,O
thin,O
crystalline,B
layers,I
on,O
a,O
substrate,B
by,O
the,O
reaction,O
of,O
vapor,O
-,O
phase,O
chemical,B
precursors,O
",",O
commonly,O
used,O
in,O
semiconductor,B
fabrication,O
.,O
"

 

",O
Vickers,B
Hardness,I
Test,I
:,O
A,O
method,O
to,O
measure,O
the,O
hardness,B
of,O
materials,B
",",O
involving,O
pressing,B
a,O
square,B
-,I
based,I
diamond,I
pyramid,I
indenter,B
into,O
the,O
material,B
under,O
a,O
specific,O
load,O
and,O
measuring,O
the,O
diagonal,O
length,O
of,O
the,O
indentation,B
.,O
"

 

",O
Viscoelasticity,B
:,O
The,O
property,O
of,O
materials,B
that,O
exhibit,O
both,O
viscous,B
and,O
elastic,B
characteristics,O
when,O
deformed,B
",",O
important,O
in,O
polymers,B
and,O
biological,B
tissues,I
.,O
"

 

",O
Viscosity,B
:,O
A,O
measure,O
of,O
a,O
fluid,B
's,O
resistance,B
to,O
flow,O
",",O
reflecting,O
how,O
thick,O
or,O
sticky,O
the,O
fluid,B
is,O
.,O
"

 

",O
Welding,B
Metallurgy,I
:,O
The,O
study,O
of,O
the,O
changes,O
that,O
take,O
place,O
in,O
metals,B
during,O
welding,B
processes,O
",",O
including,O
phase,O
transformations,O
",",O
microstructural,B
evolution,O
",",O
and,O
effects,O
on,O
mechanical,B
properties,O
.,O
"

 

",O
Wetting,B
Angle,I
:,O
The,O
angle,O
at,O
which,O
a,O
liquid,B
interface,I
meets,O
a,O
solid,B
surface,I
",",O
indicating,O
the,O
degree,O
of,O
wetting,O
or,O
adhesion,B
between,O
the,O
liquid,B
and,O
the,O
surface,O
.,O
"

 

",O
Wide,B
Bandgap,I
Semiconductors,I
:,O
Semiconductors,B
with,O
a,O
larger,O
bandgap,O
than,O
traditional,O
semiconductors,B
",",O
enabling,O
operation,O
at,O
higher,O
temperatures,B
",",O
voltages,B
",",O
and,O
frequencies,B
",",O
important,O
for,O
power,B
electronics,I
and,O
LED,B
technology,O
.,O
"

 

",O
X,B
-,I
ray,I
Photoelectron,I
Spectroscopy,I
(,O
XPS,B
):,O
An,O
analytical,O
technique,O
used,O
to,O
identify,O
the,O
elemental,O
composition,O
of,O
materials,B
",",O
as,O
well,O
as,O
chemical,B
and,O
electronic,B
state,O
information,O
",",O
by,O
measuring,O
the,O
kinetic,B
energy,I
of,O
electrons,B
ejected,O
by,O
x,B
-,I
ray,I
irradiation,I
.,O
"

 

",O
Yield,B
Strength,I
:,O
The,O
stress,B
at,O
which,O
a,O
material,B
begins,O
to,O
deform,O
plastically,O
",",O
marking,O
the,O
end,O
of,O
elastic,B
behavior,O
and,O
the,O
beginning,O
of,O
permanent,O
deformation,B
.,O
"

 

",O
Zirconium,B
Alloys,I
:,O
Alloys,B
containing,O
zirconium,B
",",O
known,O
for,O
their,O
high,O
corrosion,B
resistance,I
",",O
used,O
primarily,O
in,O
nuclear,B
reactors,I
due,O
to,O
their,O
low,O
neutron,B
absorption,I
cross,O
-,O
section,O
.,O
"

 

",O
3D,B
Printing,I
Materials,I
:,O
Various,O
materials,B
used,O
in,O
3D,B
printing,I
processes,O
",",O
including,O
plastics,B
",",O
metals,B
",",O
ceramics,B
",",O
and,O
composites,O
",",O
chosen,O
based,O
on,O
the,O
desired,O
properties,O
and,O
application,O
of,O
the,O
printed,O
object,O
.,O
"

 

",O
4D,B
Printing,I
:,O
An,O
extension,O
of,O
3D,B
printing,I
where,O
printed,O
objects,O
can,O
change,O
shape,O
or,O
properties,O
over,O
time,O
or,O
in,O
response,O
to,O
environmental,O
conditions,O
",",O
incorporating,O
the,O
dimension,B
of,O
time,O
as,O
the,O
fourth,B
dimension,I
.,O
"

 

",O
Acoustic,B
Emission,I
Testing,I
:,O
A,O
non,B
-,I
destructive,I
testing,I
method,O
that,O
monitors,O
and,O
analyzes,O
sound,B
waves,I
emitted,O
by,O
materials,B
under,O
stress,B
to,O
detect,O
and,O
locate,O
cracks,B
or,O
defects,B
.,O
"

 

",O
Bioactive,B
Glasses,I
:,O
Glasses,B
that,O
interact,O
with,O
biological,B
tissues,I
",",O
promoting,O
bonding,O
and,O
biological,B
activity,I
",",O
commonly,O
used,O
in,O
medical,B
implants,I
and,O
tissue,B
regeneration,I
.,O
"

 

",O
Cold,B
Spray,I
Technology,I
:,O
A,O
materials,B
deposition,O
process,O
where,O
particles,O
are,O
accelerated,O
to,O
high,O
velocities,O
by,O
a,O
gas,B
stream,I
to,O
bond,O
them,O
to,O
a,O
substrate,B
without,O
significant,O
heating,O
",",O
allowing,O
for,O
the,O
coating,B
of,O
temperature,B
-,I
sensitive,I
materials,I
.,O
"

 

",O
Digital,B
Image,I
Correlation,I
(,O
DIC,B
):,O
An,O
optical,B
method,O
used,O
to,O
measure,O
deformation,B
",",O
strain,B
",",O
and,O
movement,O
by,O
comparing,O
images,O
of,O
an,O
object,O
's,O
surface,O
before,O
and,O
after,O
deformation,B
.,O
"

 

",O
Electrochemical,B
Impedance,I
Spectroscopy,I
(,O
EIS,B
):,O
A,O
technique,O
measuring,O
the,O
impedance,O
of,O
a,O
system,O
over,O
a,O
range,O
of,O
frequencies,B
to,O
analyze,O
the,O
electrochemical,B
properties,O
",",O
such,O
as,O
corrosion,B
",",O
of,O
materials,B
.,O
"

 

",O
Flexible,B
Electronics,I
Materials,I
:,O
Materials,B
that,O
are,O
bendable,B
and,O
stretchable,B
",",O
making,O
them,O
suitable,O
for,O
flexible,O
electronic,B
devices,O
like,O
wearable,B
sensors,I
",",O
flexible,B
displays,I
",",O
and,O
electronic,B
textiles,I
.,O
"

 

",O
Grain,B
Growth,I
Inhibitors,I
:,O
Additives,O
or,O
elements,O
that,O
restrict,O
grain,B
growth,I
in,O
metals,B
and,O
alloys,B
during,O
heat,B
treatment,I
",",O
enhancing,O
mechanical,B
properties,O
by,O
maintaining,O
a,O
fine,B
-,I
grained,I
microstructure,I
.,O
"

 

",O
High,B
-,I
throughput,I
Materials,I
Discovery,I
:,O
Techniques,O
that,O
rapidly,O
screen,O
a,O
wide,O
variety,O
of,O
materials,B
and,O
compositions,O
to,O
identify,O
those,O
with,O
desirable,O
properties,O
for,O
specific,O
applications,O
.,O
"

 

",O
Laser,B
Peening,I
:,O
A,O
surface,B
treatment,I
process,I
that,O
uses,O
laser,B
-,O
induced,O
shock,O
waves,O
to,O
enhance,O
the,O
surface,O
properties,O
of,O
materials,B
",",O
improving,O
fatigue,B
resistance,B
and,O
stress,B
corrosion,I
cracking,I
resistance,B
.,O
"

 

",O
Magnesium,B
Alloys,I
:,O
Lightweight,O
metals,B
combining,O
magnesium,B
with,O
other,O
elements,O
",",O
prized,O
for,O
their,O
high,O
strength,B
-,I
to,I
-,I
weight,I
ratio,I
",",O
used,O
in,O
automotive,B
",",O
aerospace,B
",",O
and,O
consumer,O
electronics,B
applications,O
.,O
"

 

",O
Nanoimprint,B
Lithography,I
:,O
A,O
method,O
of,O
fabricating,B
nanometer,B
-,I
scale,I
patterns,I
by,O
mechanically,O
deforming,O
a,O
mold,B
over,O
a,O
substrate,B
",",O
used,O
in,O
semiconductor,B
manufacturing,O
and,O
nanotechnology,B
.,O
"

 

",O
Optical,B
Coatings,I
:,O
Thin,O
layers,O
of,O
material,B
applied,O
to,O
optical,B
components,O
to,O
alter,O
their,O
reflectivity,O
",",O
transmissivity,O
",",O
and,O
other,O
optical,B
properties,O
",",O
used,O
in,O
lenses,O
",",O
mirrors,O
",",O
and,O
displays,O
.,O
"

 

",O
Photovoltaic,B
Materials,I
:,O
Materials,B
that,O
convert,O
light,B
into,O
electricity,B
",",O
used,O
in,O
solar,B
cells,I
and,O
panels,O
for,O
renewable,B
energy,I
generation,I
.,O
"

 

",O
Rapid,B
Prototyping,I
:,O
Techniques,O
that,O
quickly,O
fabricate,O
a,O
scale,O
model,O
of,O
a,O
physical,B
part,O
or,O
assembly,O
using,O
three,B
-,I
dimensional,I
computer,B
-,I
aided,I
design,I
(,O
CAD,B
),O
data,O
",",O
commonly,O
involving,O
3D,B
printing,I
or,O
additive,B
manufacturing,I
methods,O
.,O
"

 

",O
Silica,B
Aerogels,I
:,O
Extremely,O
lightweight,O
and,O
porous,B
materials,I
made,O
from,O
silica,B
",",O
known,O
for,O
their,O
low,O
thermal,B
conductivity,I
and,O
high,O
surface,O
area,O
",",O
used,O
in,O
insulation,B
",",O
aerospace,B
",",O
and,O
desiccation,B
applications,O
.,O
"

 

",O
Superconducting,B
Materials,I
:,O
Materials,B
that,O
can,O
conduct,O
electricity,B
without,O
resistance,B
below,O
a,O
certain,O
temperature,O
",",O
used,O
in,O
magnetic,B
resonance,I
imaging,I
(,O
MRI,B
),O
",",O
particle,B
accelerators,I
",",O
and,O
quantum,B
computing,I
.,O
"

 

",O
Surface,B
Plasmon,I
Resonance,I
:,O
A,O
phenomenon,O
where,O
electrons,B
on,O
a,O
metal,B
surface,O
resonate,O
with,O
incident,O
light,B
",",O
used,O
in,O
sensors,B
to,O
detect,O
molecular,B
interactions,O
.,O
"

",O
